accuracy_pair_id,split,plain_subject_id,roll_subject_id,canonical_finger_position,selection_sha256,selection_rank
shared_imp_development_05_00001003_00001094,development,00001003,00001094,5,03faad0d7343ef0874b1805e480f3b008726a46a5fbd43208af99aca18ffe0ba,4
shared_imp_development_05_00001003_00001005,development,00001003,00001005,5,06ac91012254bfc97d4d872c6f9551543dbf0849430cb6472eb53fad91b5aa43,5
shared_imp_development_05_00001003_00001229,development,00001003,00001229,5,06b4c983587e44105065e48abb8fb5d06c981730bf645d6ded9a42350543d476,6
shared_imp_development_05_00001003_00001522,development,00001003,00001522,5,07e0f2a700131919dded36fcc7018417d349cefd32fb7cb022c82902af63cb57,7
shared_imp_development_05_00001003_00001011,development,00001003,00001011,5,081a1c45918853f7fd4b8030eb7e420f12f3ba8f4bc815d79a87ce95fac6d872,8
shared_imp_development_05_00001003_00001559,development,00001003,00001559,5,0a716e585b66f045b60d9d851a239c110817abc544ddec93103f2b04d6829dfc,9
shared_imp_development_05_00001003_00001276,development,00001003,00001276,5,0b060d3f4f0956ec4252e702531eaec1771f80ca57208e40c7f584d340364ed7,10
shared_imp_development_06_00001003_00001608,development,00001003,00001608,6,014103d5248ed0dd6ce97c32451daab5be6dbd46f3ed9bc91d6a017bf9485fc6,1
shared_imp_development_06_00001003_00001676,development,00001003,00001676,6,0321412612acec0fc57d19e0dbd20671d163e4f682f889270c3e856e7f817120,2
shared_imp_development_06_00001003_00001604,development,00001003,00001604,6,05643226f93d8ec0b5b7831b9b8ae87bf54aedb31825e6a2665a40ab97a45efb,3
shared_imp_development_06_00001003_00001547,development,00001003,00001547,6,05dab5d0c21d69d183e50ddf829d975c363fd54cb0c0a648bc4e26cbbebaf42b,4
shared_imp_development_06_00001003_00001229,development,00001003,00001229,6,0621675740ed4865a27d830154e40890a36c379ae13215ca05dc89801689ce35,5
shared_imp_development_06_00001003_00001223,development,00001003,00001223,6,082e731a9877ceb3a8447ea4051bd8bd4ff798d1623ac912931ceb8324ff6e13,6
shared_imp_development_06_00001003_00001143,development,00001003,00001143,6,08decf67826bf4dcdb1ba5982f399fa9bb2c62598f421451a30e2eeede76f1a7,7
shared_imp_development_06_00001003_00001585,development,00001003,00001585,6,09dde7569f16e78f7965513ca0bcb27a2547805376bfa1640fa3b896256cf6c2,8
shared_imp_development_06_00001003_00001826,development,00001003,00001826,6,0a560c59cd2bf41646bc4129ebdc2a212a4d40f0b2d2d91ed9124842a29c2ad7,9
shared_imp_development_06_00001003_00001259,development,00001003,00001259,6,0a7384d195ae943f1726c32c5456b7aa81bfc05f2ed9b752f12b2892be185e39,10
shared_imp_development_07_00001003_00001264,development,00001003,00001264,7,009062ff035e2a647375bda2f4c124988d15f6491276583a94ec5c1f0e53c98f,1
shared_imp_development_07_00001003_00001533,development,00001003,00001533,7,027f73d8d883d003844542ce14e714189f4f6192f9340598b34fa62af144ea9c,2
shared_imp_development_07_00001003_00001149,development,00001003,00001149,7,038cbd61603fe71dbd2c31e93edb062caaf854285ef3fc89d84b2cc8c8ea67c7,3
shared_imp_development_07_00001003_00001441,development,00001003,00001441,7,03ab2f0074d77b06058b5b553143b4878e84cba4f7bad2de6e9db729019fcd1f,4
shared_imp_development_07_00001003_00001764,development,00001003,00001764,7,04ab58170e4b1982f4608c0b4d3e8a9345d7ca18cc4668c0af3454d839b84a8d,5
shared_imp_development_07_00001003_00001450,development,00001003,00001450,7,086d25af34fe3f93916f2b87512f57e0c8073047a9e5510894aec27b166c4012,6
shared_imp_development_07_00001003_00001610,development,00001003,00001610,7,08ac81772fdb730b1e4a30384643526758f4353c1756377d238aa05f2b9ebaa9,7
shared_imp_development_07_00001003_00001701,development,00001003,00001701,7,0934ec8c835cfd5d42c8663572548edd5024dd353843494716205fdf6c1c94a8,8
shared_imp_development_07_00001003_00001017,development,00001003,00001017,7,0a7de8627a8c2c25b1cc1ebc36ea4bb9ef05ab0ea246281fce36aa684a653bc3,9
shared_imp_development_07_00001003_00001542,development,00001003,00001542,7,0bedf756ba36e87f8b5bd50e523b88cc7c1032d0ac38e5df440a3a000c2f5171,10
shared_imp_development_08_00001003_00001127,development,00001003,00001127,8,00279a826fcd0898f5e8c4fc49cf1f28e19523f3207fd14206e56194d07684ff,1
shared_imp_development_08_00001003_00001191,development,00001003,00001191,8,00d20c7011e75beb96e91aec7e8fa9a3cc9717160a24032de04f8ef289c4814d,2
shared_imp_development_08_00001003_00001354,development,00001003,00001354,8,010ef7beb84f90d1727fefce08cfa7d23bc15a0f72287c4978def75b32e77c32,3
shared_imp_development_08_00001003_00001705,development,00001003,00001705,8,0332e03ce4caae76bf7cd2294f5ddb6ff329dba608a9073dc62b03a933e2b710,4
shared_imp_development_08_00001003_00001619,development,00001003,00001619,8,052c948846db4da6510312e808e37be406f274fd9a79b7628b6662360ef9f500,5
shared_imp_development_08_00001003_00001585,development,00001003,00001585,8,0686054ed1d26a6a4dfb68a411c07954cfd72346d61d246f5d71fcb799b47048,6
shared_imp_development_08_00001003_00001264,development,00001003,00001264,8,06a86f8c1038a8f317d896dba86ba6e67eb53d6922245ed514a7248acfefe7cb,7
shared_imp_development_08_00001003_00001109,development,00001003,00001109,8,0885eaecbae83183736f9a7670d03525bf80b0bf37cd7d4637b80baeb42ee7f7,8
shared_imp_development_08_00001003_00001559,development,00001003,00001559,8,09d233e8cc186b3bd71aadc20869c5d5bdc4661ba91023bec7e6a8aaf4180edf,9
shared_imp_development_08_00001003_00001683,development,00001003,00001683,8,0a04fa7af303df9057e44884b78882c04daff225bffd7e5c442d50bf8f47319f,10
shared_imp_development_09_00001003_00001479,development,00001003,00001479,9,00e5a1d1ea9f41f3883a6cfc3fc9541f996347dcd621c7a8671e3ac660084e1e,1
shared_imp_development_09_00001003_00001609,development,00001003,00001609,9,0221bc8b6b7deb4af4a2f62dfdb513677cb095e5576346924dac5d8bb6a937f4,2
shared_imp_development_09_00001003_00001210,development,00001003,00001210,9,0310af76e19f5df030a0034d75fddaa9dad786825aa909072b7c8b3930aca065,3
shared_imp_development_09_00001003_00001191,development,00001003,00001191,9,03d5d91c5c9b5d995585b5188984e4ef5dc16b308f32dd8557b812fc8eea7219,4
shared_imp_development_09_00001003_00001530,development,00001003,00001530,9,0427245e079a60c737b717371a0734e3d8bd45a15734263d13d257ee226f681d,5
shared_imp_development_09_00001003_00001610,development,00001003,00001610,9,04716bf4b7e5462005c002a13fb2a1ce201761d4e50800ad3ab4a09f850fcd08,6
shared_imp_development_09_00001003_00001223,development,00001003,00001223,9,06201ef6e1a9c7a6f50d2c8f9a41a74ee4e3bdfa03f3ab220f8e53b76ba68cc0,7
shared_imp_development_09_00001003_00001398,development,00001003,00001398,9,07c4ea025ab2fd9568112f3a429d6e74cc81f1b2fb4b4b006ef4120044c4af99,8
shared_imp_development_09_00001003_00001450,development,00001003,00001450,9,08f82473e0e127374d92a6af6a189ebcdade5e14f2db80f55285eeeec2ca0fc3,9
shared_imp_development_09_00001003_00001859,development,00001003,00001859,9,09ac142d691879c45b7df3909d5867b1202f80970f6a3e291a230b2c3464b985,10
shared_imp_development_10_00001003_00001761,development,00001003,00001761,10,00b4f430087b73cedd791be6285244e5a8e68b76541d7f14e3703a74f6098b1c,1
shared_imp_development_10_00001003_00001178,development,00001003,00001178,10,012f3918e812b77f034f02b57f777c8d07d7ea9fbcf53bdb1fc96389683ada12,2
shared_imp_development_10_00001003_00001070,development,00001003,00001070,10,0145999bf71000f4c8fd26581315273f98ae65a11765d3610b39784a4e81bd1f,3
shared_imp_development_10_00001003_00001781,development,00001003,00001781,10,01ec4ed03b7db0eb46b96514aa32ee412ad801655c770eb5906d60d418ca3fb2,4
shared_imp_development_10_00001003_00001264,development,00001003,00001264,10,020647a924ef7a77adaefd5d7849321296db3183e3740ded476026ee6b53b1c3,5
shared_imp_development_10_00001003_00001049,development,00001003,00001049,10,043674241785a4fbdf1cf09616ef0cc5aba4ab3164c0f866731ea7aed5aec769,6
shared_imp_development_10_00001003_00001861,development,00001003,00001861,10,05d207930fee3e489245b89cb7007b727c1954efe8ae5639241c9a4dd25baa94,7
shared_imp_development_10_00001003_00001207,development,00001003,00001207,10,08bc4177af28f9184782f3d2ad94339984905b5aff078c4e17c381fbaa0d3179,8
shared_imp_development_10_00001003_00001019,development,00001003,00001019,10,09bd1395bc9d2fd2f465a838c53c4532f7986b5d6cf40ce94a4745854202046f,9
shared_imp_development_10_00001003_00001550,development,00001003,00001550,10,09d541031013847da8e970865ede920ba90161bb4f1fd9cca7761c42010ac34f,10
shared_imp_development_01_00001005_00001511,development,00001005,00001511,1,00ba8122313eeba1bd8451a0391c0e016d519a51cf797c7b9e66c743580529f7,1
shared_imp_development_01_00001005_00001023,development,00001005,00001023,1,01a23aec8739537710562cca09241104f0a47d0baea653c8b6cad74c084b341f,2
shared_imp_development_01_00001005_00001781,development,00001005,00001781,1,027daa9c1d74e1088007e577ae29e3713c29f16de1317d7306737713bf76bfbb,3
shared_imp_development_01_00001005_00001280,development,00001005,00001280,1,032e9366e74448820802405b03d6c493cf13b7460f6024694ef106fcb4fff9ab,4
shared_imp_development_01_00001005_00001550,development,00001005,00001550,1,04096f59f5a2827499376e79d7083c4c96adb66f3f71a7df4ee1fec89b909c1d,5
shared_imp_development_01_00001005_00001236,development,00001005,00001236,1,0703381aa938139ebc00ecc5b3fe4d85c080c3aaeca36b7bb7cacb66670ef327,6
shared_imp_development_01_00001005_00001544,development,00001005,00001544,1,07e17f4c650d36bf8ee6c039103d8b422e03860e0c7e54b0906031dd505b67ba,7
shared_imp_development_01_00001005_00001398,development,00001005,00001398,1,07fdb73e99f6734d63c5c369055a253b38ca23032e91db9d3bbb15f7655b7961,8
shared_imp_development_01_00001005_00001058,development,00001005,00001058,1,088dc8e842ae18e6e71231c2dfaa485c3e92778e6d3cfc7adf3bb8a0858ed205,9
shared_imp_development_01_00001005_00001175,development,00001005,00001175,1,0966c378c43045b9921778f5f22a8bec4c7347ba2bbf673aed39da7b7b3fcf13,10
shared_imp_development_04_00001005_00001559,development,00001005,00001559,4,002b1b7927ec565f3759548725c8c86a269ca2ec06e8ea3887c2814455944e5e,1
shared_imp_development_04_00001005_00001602,development,00001005,00001602,4,03d44b38c70220b43b5525b72145ecc4e60ca629229840bde5a2afb4fad19951,2
shared_imp_development_04_00001005_00001223,development,00001005,00001223,4,067394d8f1d24b6ff50f45964db70b547dc0a8c9915e99a778183f4bfc956e66,3
shared_imp_development_04_00001005_00001441,development,00001005,00001441,4,0768c5c50e19c1f9eaa6a5fe812f30e6f14938c7e85134857faaeead1d6713cf,4
shared_imp_development_04_00001005_00001761,development,00001005,00001761,4,08dc76682d02ebbd8cb61ef128089787d049fd36401ac22fc5abb5694a36b874,5
shared_imp_development_04_00001005_00001542,development,00001005,00001542,4,08de067ff7d5d216d20d36e4e5e06ecf77d1f6e7f836e819e13560fcdeaad230,6
shared_imp_development_04_00001005_00001196,development,00001005,00001196,4,0923a04c69be3b9575afd78052e942cd41f9ad15b47d2770b1c4479cc37733ce,7
shared_imp_development_04_00001005_00001278,development,00001005,00001278,4,0a43a6a3300b7c6a880ee10ca7f16b88fcea55e6a2412bd282f28355b915d582,8
shared_imp_development_04_00001005_00001339,development,00001005,00001339,4,0baf4bd3bde36aa681eb09de75df7a83562bd7dec3c7dc8e6a56c926ae03282a,9
shared_imp_development_04_00001005_00001605,development,00001005,00001605,4,0db4e43155ac022d66e7fcb12fdb5b1465d8ca8b7915dc0b717522ce0d1dcb3e,10
shared_imp_development_05_00001005_00001406,development,00001005,00001406,5,00a92590f2440f3f7e84450ea02a5e5bca274608025988fd66704fb76e6874be,1
shared_imp_development_05_00001005_00001251,development,00001005,00001251,5,02c2bacabb35a1ee50b5a8ef15c1a547962e3f20f83d813c85a4b0b1408c7688,2
shared_imp_development_05_00001005_00001006,development,00001005,00001006,5,0750f7995c6a5472beb1a1351d458cc51d74d8e06999490ef51cbf1d0e299ec7,3
shared_imp_development_05_00001005_00001598,development,00001005,00001598,5,08fb3e5639abf388888b6353d2b0e418a3552809f3bfb33074336a261b83637d,4
shared_imp_development_05_00001005_00001278,development,00001005,00001278,5,09b73208674eb7ff20d24d93228246a9995dcdc690c192811a51e220238935ee,5
shared_imp_development_05_00001005_00001354,development,00001005,00001354,5,09bf0ca4e3a864d9f8e3b3bf479073b157f95cae3b973765859fa08f66a535ee,6
shared_imp_development_05_00001005_00001102,development,00001005,00001102,5,0a2e6521b0a1e21c9f1711c4d7137cc414c70ed4ce6a48ce0b573daba48e701c,7
shared_imp_development_05_00001005_00001422,development,00001005,00001422,5,0cb0b0e2cf3c60a9105fa9d1c70a01c0dcfcb7c53b1560ce62930fecf8e3c1e9,8
shared_imp_development_05_00001005_00001475,development,00001005,00001475,5,0cd1c35ed661a494d3780b4ac1445f2ac8b994a74b20f68a9d395d32edd88fa2,9
shared_imp_development_05_00001005_00001276,development,00001005,00001276,5,0cd9f4d79f01fa65bd117e3a5482ef91a26fd3d9940d79cdad713ead216d21e8,10
shared_imp_development_06_00001005_00001229,development,00001005,00001229,6,0124e2f5bc919997003767f7919f1375f5dc8880f8f16557df4963665002435c,1
shared_imp_development_06_00001005_00001834,development,00001005,00001834,6,01e612f4b54fd2bc6a7df552d5f38bf77d62f8ce1ff0ba04577e0009aa31b7bd,2
shared_imp_development_06_00001005_00001683,development,00001005,00001683,6,0244cb670e84ad1a969316da3135b0661c2cd9dab585082b5c15f53d72804975,3
shared_imp_development_06_00001005_00001837,development,00001005,00001837,6,024fb4fe28eb8ce34723ac293a761cfa1c09015b407d13c1e8808f8d96faa17d,4
shared_imp_development_06_00001005_00001207,development,00001005,00001207,6,041a2d9228cb87eb630383c30f4805c162e0f62048801c2f8fc755d041c86b89,5
shared_imp_development_06_00001005_00001476,development,00001005,00001476,6,07b42d5abbdf4d867f24c3d70a1840120202513bd118b39a94c3b6fab7b5feca,6
shared_imp_development_06_00001005_00001347,development,00001005,00001347,6,0abb3f727f041feca69d1480e470585390d6caed0be216f2423ae2b3242e134b,7
shared_imp_development_06_00001005_00001764,development,00001005,00001764,6,0b0a62a648d407ea4b5e001232d554a2f0ba8cbab7a8274b9e727a5ac00908ee,8
shared_imp_development_06_00001005_00001651,development,00001005,00001651,6,0b0c6469f1e2392b1f6dbc28ebcc0c00197139a13d74ec3aaaf8f5548b046d3b,9
shared_imp_development_06_00001005_00001781,development,00001005,00001781,6,0f27c41c6139993411710c2ce7eca430abcf723285201d3d8d3152d27d1fa236,10
shared_imp_development_07_00001005_00001761,development,00001005,00001761,7,018af1ee6a3c85285ee381a001888b3ba1567d20b6767d8af883e61baf03a70c,1
shared_imp_development_07_00001005_00001832,development,00001005,00001832,7,051277b0be15763d2596877ad30b370634dfb22bfbcc505d8efea58f08c1cd21,2
shared_imp_development_07_00001005_00001276,development,00001005,00001276,7,056b778e272c504a1af6edfacc0bb617940bd505bfd300896de022d982f5b593,3
shared_imp_development_07_00001005_00001178,development,00001005,00001178,7,06428f8c304f30f5d5cf9510dafa2f2780b0dbb73db2ec8a3396ad62e7099203,4
shared_imp_development_07_00001005_00001082,development,00001005,00001082,7,0725a4313e40c917680a7576d69d615c3d271eb9ce338e5a21aaed1c49cc3513,5
shared_imp_development_07_00001005_00001022,development,00001005,00001022,7,076a9fefdcd3527ac2970fd914cd390f4ab468cc31aad19e2325654a4b6d30b4,6
shared_imp_development_07_00001005_00001654,development,00001005,00001654,7,0a0db8b19f2a269b5a3c6f5065a5ea7a96b28399df57c82c51ddf3e4ff26f040,7
shared_imp_development_07_00001005_00001861,development,00001005,00001861,7,0c31c7ccec1d9f214d94e897f720d93a2aa6ce70045ef7e3dd4923aed9d31c23,8
shared_imp_development_07_00001005_00001791,development,00001005,00001791,7,0c6643c076ac6ec062e33e6df8bbeffa323cd0c8e2d302dceddb7fe879c97fb6,9
shared_imp_development_07_00001005_00001049,development,00001005,00001049,7,0dfde68486305f0e0ab19e5ed96d258a399a75a6f5f5e7ab53829edab1466dac,10
shared_imp_development_08_00001005_00001559,development,00001005,00001559,8,0139afb22185db998c6b5c7dc0066f06aec1c0cd6b8d44b21209113daf478893,1
shared_imp_development_08_00001005_00001275,development,00001005,00001275,8,04b0422dc0e46c414a3104d9b81b30c76a3c112a06110f0b5b6631fb11d084df,2
shared_imp_development_08_00001005_00001276,development,00001005,00001276,8,0644bb2a4dc5e7bfad3d84e8de268a23c4b550d32eaa7434d55ba8bcd7f20530,3
shared_imp_development_08_00001005_00001056,development,00001005,00001056,8,06e522f83665d1ab180e448b8a824126af488f0f069e7ccc52a8f9302481ae1d,4
shared_imp_development_08_00001005_00001351,development,00001005,00001351,8,080fe6a71768cf88b8acb3d7f5bdf95ce75e3c824162061fa33c040beceb8cc7,5
shared_imp_development_08_00001005_00001290,development,00001005,00001290,8,08b24c5793e6391aafd023deb96d220f620a4e2b5b20f076c008b760917bd8e4,6
shared_imp_development_08_00001005_00001572,development,00001005,00001572,8,08e6d056d39589508adf4790f702e20c7309c33dbfa4640262c0e76162b134ac,7
shared_imp_development_08_00001005_00001700,development,00001005,00001700,8,09851b801e69aedfd05c7a36cfb99401f51a35ba7309fd7c9943f24e34209962,8
shared_imp_development_08_00001005_00001316,development,00001005,00001316,8,0b30b331a37297a5fb17d73c77a615677404830d0e93b80bb94e481c89d136c3,9
shared_imp_development_08_00001005_00001467,development,00001005,00001467,8,0badd98b80b6cbd33e09c3389d72710b8fb977b686cc779bef57b01523866cb4,10
shared_imp_development_09_00001005_00001850,development,00001005,00001850,9,017b08bebd2412a305c94abda89cba1a19be5998634aaba44d42b0ec315b564c,1
shared_imp_development_09_00001005_00001351,development,00001005,00001351,9,0214c3b3b31f12c8e8788e993dfa221bf72e93ecb887ab5754e289ca8b63d526,2
shared_imp_development_09_00001005_00001094,development,00001005,00001094,9,033f93e330312c714795d05a510863363a8bdd61148d8fe6227fcb08c6b684ff,3
shared_imp_development_09_00001005_00001008,development,00001005,00001008,9,038fa1118765d10f57ac46dbfd484b560922243cac27583a6b1b70f1c5729ab6,4
shared_imp_development_09_00001005_00001669,development,00001005,00001669,9,03d061f8898862df7d10070a0875cc777cba7387c78fa7880604dea0dd1fb441,5
shared_imp_development_09_00001005_00001233,development,00001005,00001233,9,058cdee8e1bb6234b1fbd590c238072560a9edb3ad9d9ca7d2cbd21be255fd68,6
shared_imp_development_09_00001005_00001093,development,00001005,00001093,9,0602ffb51977c9001b8f65ccc62fa12d495db5890fb3b707666985da7d0b46f5,7
shared_imp_development_09_00001005_00001683,development,00001005,00001683,9,06e459119e326fd5741253265a54c71cd29ac46681f58a2c6847e56e26bf1a90,8
shared_imp_development_09_00001005_00001667,development,00001005,00001667,9,0746bb4786b3948055e55870d8e57a4c3932559f9bbc8ba51cd5c6c862c90764,9
shared_imp_development_09_00001005_00001011,development,00001005,00001011,9,08e22a131a8cfd9db2edbb25a7746f39e2f3c41e7bf7f0576e9e4d9e6d343cc6,10
shared_imp_development_10_00001005_00001177,development,00001005,00001177,10,0069ea89295670b2b9696e2529e590c41f747aeff6c4c72ac12abd1a0eaeaf47,1
shared_imp_development_10_00001005_00001454,development,00001005,00001454,10,016a58f64481c51e3ee48c0cec147aa232aa32b378630f64b97212915c47a32e,2
shared_imp_development_10_00001005_00001204,development,00001005,00001204,10,04060812d64c30a8b10d455cdcba023dfbd60d32eeea38cf22a3142caa955d9b,3
shared_imp_development_10_00001005_00001764,development,00001005,00001764,10,0642455609f79577e34b4a72f02768770f6a25260817c8aa6ebecb4f9c824a61,4
shared_imp_development_10_00001005_00001701,development,00001005,00001701,10,0862dd60f618a0f14ada1c2f8b18c980401a9fbd55836df0c51277d0c77c3bb4,5
shared_imp_development_10_00001005_00001783,development,00001005,00001783,10,099ae03643a72744545772d9af6e300ba92a223621f059a2c6b3fb238c954821,6
shared_imp_development_10_00001005_00001251,development,00001005,00001251,10,0b6b7a9331778f72f23aae7818b148f9d71bd31082295c81d31230c69af37d31,7
shared_imp_development_10_00001005_00001758,development,00001005,00001758,10,0bb119228f7306481a5f5c50d819ebc645345ab9a13a5ab9bea0f4864c5b5f83,8
shared_imp_development_10_00001005_00001544,development,00001005,00001544,10,0d0eeafe3b8fada224e5676e6c1109171499c065c549308d0781f0504065d560,9
shared_imp_development_10_00001005_00001651,development,00001005,00001651,10,0d42ab89aef9d6887e1d667919638a385f637bbc3979e113f853cb1eb6c06980,10
shared_imp_development_01_00001006_00001638,development,00001006,00001638,1,004ae82edbe3fc4366f210eb92c0ca2e235f508dd8aadc4cdcb4520174bd610e,1
shared_imp_development_01_00001006_00001011,development,00001006,00001011,1,02f2f0a17e9c33b9db84e8f7ac1eb15b3bccbbce4294f183567061d96f6349c8,2
shared_imp_development_01_00001006_00001721,development,00001006,00001721,1,0303027b50769fa33c0495cd823ba9444ec4a825beb419a3dc382fb561d3ae0b,3
shared_imp_development_01_00001006_00001209,development,00001006,00001209,1,0555b6c6294b6426ea82a7e38bf197f1a6b3938652752563199220caf79d71f9,4
shared_imp_development_01_00001006_00001264,development,00001006,00001264,1,06cebc080ba749ccdf683c0d865fecf3096bdb445a86f2a8395c23edb56d182b,5
shared_imp_development_01_00001006_00001316,development,00001006,00001316,1,0b557ce6cbe0c1df8beb260d4ea7f2f7cab93502500f602a08566f407e9cd568,6
