accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b
shared_gen_00001004_07,genuine,sd300b,evaluation,7,00001004,00001004,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_07.png,sd300b_plain_roll_00001004_07,sd300b_plain_roll_00001004_07
shared_gen_00001004_08,genuine,sd300b,evaluation,8,00001004,00001004,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_08.png,sd300b_plain_roll_00001004_08,sd300b_plain_roll_00001004_08
shared_gen_00001004_09,genuine,sd300b,evaluation,9,00001004,00001004,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_09.png,sd300b_plain_roll_00001004_09,sd300b_plain_roll_00001004_09
shared_gen_00001004_10,genuine,sd300b,evaluation,10,00001004,00001004,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_10.png,sd300b_plain_roll_00001004_10,sd300b_plain_roll_00001004_10
shared_gen_00001007_01,genuine,sd300b,evaluation,1,00001007,00001007,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_01.png,sd300b_plain_roll_00001007_01,sd300b_plain_roll_00001007_01
shared_gen_00001007_02,genuine,sd300b,evaluation,2,00001007,00001007,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_02.png,sd300b_plain_roll_00001007_02,sd300b_plain_roll_00001007_02
shared_gen_00001007_03,genuine,sd300b,evaluation,3,00001007,00001007,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_03.png,sd300b_plain_roll_00001007_03,sd300b_plain_roll_00001007_03
shared_gen_00001007_04,genuine,sd300b,evaluation,4,00001007,00001007,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_04.png,sd300b_plain_roll_00001007_04,sd300b_plain_roll_00001007_04
shared_gen_00001007_05,genuine,sd300b,evaluation,5,00001007,00001007,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_05.png,sd300b_plain_roll_00001007_05,sd300b_plain_roll_00001007_05
shared_gen_00001007_06,genuine,sd300b,evaluation,6,00001007,00001007,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_06.png,sd300b_plain_roll_00001007_06,sd300b_plain_roll_00001007_06
shared_gen_00001007_07,genuine,sd300b,evaluation,7,00001007,00001007,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_07.png,sd300b_plain_roll_00001007_07,sd300b_plain_roll_00001007_07
shared_gen_00001007_08,genuine,sd300b,evaluation,8,00001007,00001007,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_08.png,sd300b_plain_roll_00001007_08,sd300b_plain_roll_00001007_08
shared_gen_00001007_09,genuine,sd300b,evaluation,9,00001007,00001007,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_09.png,sd300b_plain_roll_00001007_09,sd300b_plain_roll_00001007_09
shared_gen_00001007_10,genuine,sd300b,evaluation,10,00001007,00001007,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_10.png,sd300b_plain_roll_00001007_10,sd300b_plain_roll_00001007_10
shared_gen_00001009_01,genuine,sd300b,evaluation,1,00001009,00001009,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_01.png,sd300b_plain_roll_00001009_01,sd300b_plain_roll_00001009_01
shared_gen_00001009_02,genuine,sd300b,evaluation,2,00001009,00001009,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_02.png,sd300b_plain_roll_00001009_02,sd300b_plain_roll_00001009_02
shared_gen_00001009_03,genuine,sd300b,evaluation,3,00001009,00001009,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_03.png,sd300b_plain_roll_00001009_03,sd300b_plain_roll_00001009_03
shared_gen_00001009_04,genuine,sd300b,evaluation,4,00001009,00001009,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_04.png,sd300b_plain_roll_00001009_04,sd300b_plain_roll_00001009_04
shared_gen_00001009_05,genuine,sd300b,evaluation,5,00001009,00001009,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_05.png,sd300b_plain_roll_00001009_05,sd300b_plain_roll_00001009_05
shared_gen_00001009_06,genuine,sd300b,evaluation,6,00001009,00001009,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_06.png,sd300b_plain_roll_00001009_06,sd300b_plain_roll_00001009_06
shared_gen_00001009_07,genuine,sd300b,evaluation,7,00001009,00001009,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_07.png,sd300b_plain_roll_00001009_07,sd300b_plain_roll_00001009_07
shared_gen_00001009_08,genuine,sd300b,evaluation,8,00001009,00001009,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_08.png,sd300b_plain_roll_00001009_08,sd300b_plain_roll_00001009_08
shared_gen_00001009_09,genuine,sd300b,evaluation,9,00001009,00001009,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_09.png,sd300b_plain_roll_00001009_09,sd300b_plain_roll_00001009_09
shared_gen_00001009_10,genuine,sd300b,evaluation,10,00001009,00001009,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_10.png,sd300b_plain_roll_00001009_10,sd300b_plain_roll_00001009_10
shared_gen_00001010_01,genuine,sd300b,evaluation,1,00001010,00001010,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_01.png,sd300b_plain_roll_00001010_01,sd300b_plain_roll_00001010_01
shared_gen_00001010_02,genuine,sd300b,evaluation,2,00001010,00001010,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_02.png,sd300b_plain_roll_00001010_02,sd300b_plain_roll_00001010_02
shared_gen_00001010_03,genuine,sd300b,evaluation,3,00001010,00001010,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_03.png,sd300b_plain_roll_00001010_03,sd300b_plain_roll_00001010_03
shared_gen_00001010_04,genuine,sd300b,evaluation,4,00001010,00001010,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_04.png,sd300b_plain_roll_00001010_04,sd300b_plain_roll_00001010_04
shared_gen_00001010_05,genuine,sd300b,evaluation,5,00001010,00001010,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_05.png,sd300b_plain_roll_00001010_05,sd300b_plain_roll_00001010_05
shared_gen_00001010_06,genuine,sd300b,evaluation,6,00001010,00001010,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_06.png,sd300b_plain_roll_00001010_06,sd300b_plain_roll_00001010_06
shared_gen_00001010_07,genuine,sd300b,evaluation,7,00001010,00001010,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_07.png,sd300b_plain_roll_00001010_07,sd300b_plain_roll_00001010_07
shared_gen_00001010_08,genuine,sd300b,evaluation,8,00001010,00001010,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_08.png,sd300b_plain_roll_00001010_08,sd300b_plain_roll_00001010_08
shared_gen_00001010_09,genuine,sd300b,evaluation,9,00001010,00001010,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_09.png,sd300b_plain_roll_00001010_09,sd300b_plain_roll_00001010_09
shared_gen_00001010_10,genuine,sd300b,evaluation,10,00001010,00001010,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_10.png,sd300b_plain_roll_00001010_10,sd300b_plain_roll_00001010_10
shared_gen_00001012_01,genuine,sd300b,evaluation,1,00001012,00001012,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_01.png,sd300b_plain_roll_00001012_01,sd300b_plain_roll_00001012_01
shared_gen_00001012_02,genuine,sd300b,evaluation,2,00001012,00001012,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_02.png,sd300b_plain_roll_00001012_02,sd300b_plain_roll_00001012_02
shared_gen_00001012_03,genuine,sd300b,evaluation,3,00001012,00001012,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_03.png,sd300b_plain_roll_00001012_03,sd300b_plain_roll_00001012_03
shared_gen_00001012_04,genuine,sd300b,evaluation,4,00001012,00001012,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_04.png,sd300b_plain_roll_00001012_04,sd300b_plain_roll_00001012_04
shared_gen_00001012_05,genuine,sd300b,evaluation,5,00001012,00001012,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_05.png,sd300b_plain_roll_00001012_05,sd300b_plain_roll_00001012_05
shared_gen_00001012_06,genuine,sd300b,evaluation,6,00001012,00001012,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_06.png,sd300b_plain_roll_00001012_06,sd300b_plain_roll_00001012_06
shared_gen_00001012_07,genuine,sd300b,evaluation,7,00001012,00001012,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_07.png,sd300b_plain_roll_00001012_07,sd300b_plain_roll_00001012_07
shared_gen_00001012_08,genuine,sd300b,evaluation,8,00001012,00001012,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_08.png,sd300b_plain_roll_00001012_08,sd300b_plain_roll_00001012_08
shared_gen_00001012_09,genuine,sd300b,evaluation,9,00001012,00001012,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_09.png,sd300b_plain_roll_00001012_09,sd300b_plain_roll_00001012_09
shared_gen_00001012_10,genuine,sd300b,evaluation,10,00001012,00001012,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_10.png,sd300b_plain_roll_00001012_10,sd300b_plain_roll_00001012_10
shared_gen_00001013_01,genuine,sd300b,evaluation,1,00001013,00001013,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_01.png,sd300b_plain_roll_00001013_01,sd300b_plain_roll_00001013_01
shared_gen_00001013_02,genuine,sd300b,evaluation,2,00001013,00001013,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_02.png,sd300b_plain_roll_00001013_02,sd300b_plain_roll_00001013_02
shared_gen_00001013_03,genuine,sd300b,evaluation,3,00001013,00001013,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_03.png,sd300b_plain_roll_00001013_03,sd300b_plain_roll_00001013_03
