accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b,score_schema_version,method,method_version,frozen_config_hash,implementation_hash,score_producing_implementation_hash,accuracy_runner_sha256,score_direction,raw_score,status,error_code,error_message,prepare_a_diagnostics_json,prepare_b_diagnostics_json,compare_diagnostics_json,representation_cache_scope_id,prepared_image_key_a,prepared_image_key_b,representation_format_a,representation_format_b,representation_version_a,representation_version_b,score_origin,source_primary_pair_id,source_primary_bundle,source_primary_config_hash,source_primary_implementation_hash,source_primary_sidecar_jar_sha256
shared_gen_00001005_01,genuine,sd300b,development,1,00001005,00001005,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_01.png,sd300b_plain_roll_00001005_01,sd300b_plain_roll_00001005_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,0.0,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,f731287e14ae57545963385f412041f8cc14d6f1bfb39be840caa81cf7f658dc,58225ee9bba983bf037c6b820701dc6df3eee344f173b3fdf40bc2c43d0e0c56,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_04,genuine,sd300b,development,4,00001005,00001005,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_04.png,sd300b_plain_roll_00001005_04,sd300b_plain_roll_00001005_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,172.176684773443,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,8159b31d755b007c3915a1f91c654059a4282c8809cd9ba1a27e8c944ae5348c,80eebdfc9bc0beccb6a67df5deab5e8c7daee88fcf80ede42972e596fa4c4be4,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_05,genuine,sd300b,development,5,00001005,00001005,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_05.png,sd300b_plain_roll_00001005_05,sd300b_plain_roll_00001005_05,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,94.07868653105294,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,55582f04b15a693ece4e195acdf4181320c07f170e4421ceaaa3fa90ff075fdc,77fbcee4fb6cb71b64f3c7fbedcac6158f909f3a1c3515b2b6e05c4990200527,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_06,genuine,sd300b,development,6,00001005,00001005,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_06.png,sd300b_plain_roll_00001005_06,sd300b_plain_roll_00001005_06,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,119.2214989052725,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,e327f642df836d83f1c0c28f7c237638c1e779875eca841c7fa631965b99015e,23f046b1aa9c055e4e254580601ebee4048e13a55c85ef0bc20e0c96cc5e89e0,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_07,genuine,sd300b,development,7,00001005,00001005,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_07.png,sd300b_plain_roll_00001005_07,sd300b_plain_roll_00001005_07,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,55.96889889900801,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,85575c59846b2911677f061a10f52c6b44a475351770996931d4d90fa32fd9ee,7604dc16aeb52f6e16c59e316e173928d8b71e5cc332bbd245186ddf0c1b4803,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_08,genuine,sd300b,development,8,00001005,00001005,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_08.png,sd300b_plain_roll_00001005_08,sd300b_plain_roll_00001005_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,137.25944713193746,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,d7ddd76fc5c11d801bcb82bbec97dbff10bc4616b1c07a2ec49c8f13397cc9a0,b60fa374be1427f07d98dd5077a8e946c3ef16ed656bf05c14c12a887923bac2,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_09,genuine,sd300b,development,9,00001005,00001005,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_09.png,sd300b_plain_roll_00001005_09,sd300b_plain_roll_00001005_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,50.74819200015323,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,ac9ab07960c05100684029a475c9baa6a1698fb59cb97963890aa0b5662667c8,5541a5045ecfc229c0d1e927846aadb53d64727cb9e03b483f66a354a4c6c155,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001005_10,genuine,sd300b,development,10,00001005,00001005,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_10.png,sd300b_plain_roll_00001005_10,sd300b_plain_roll_00001005_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,113.71356184328837,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,62ea9a8f7617d5abcea709cfc2d56588af2734ac553a89df5b9b73e8a300b1da,f3f4cce4d51e4b601406c7e761a6eca9ba9d6f6ab9f94f457e75dd8873b2af74,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001006_01,genuine,sd300b,development,1,00001006,00001006,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_01.png,sd300b_plain_roll_00001006_01,sd300b_plain_roll_00001006_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,80.13005126122405,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,248f261ebbcd5e5ef959dc0495b3375f12e09f8c3f0c815805a30f01cc67dc63,371e361204f593afab48af9b753679cdf11caed600e18f119db22ecc0ff36d2a,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001006_02,genuine,sd300b,development,2,00001006,00001006,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_02.png,sd300b_plain_roll_00001006_02,sd300b_plain_roll_00001006_02,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,145.96945891301795,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,04aa452ff010c9bf11bc9354e7ba0739e4f2e2c3206503be8d90dd797e46d10b,603906a0337107daf15cc8ba09bf21ea8e7f35488893088fa339d00c8372f80a,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001006_03,genuine,sd300b,development,3,00001006,00001006,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_03.png,sd300b_plain_roll_00001006_03,sd300b_plain_roll_00001006_03,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,41.93147365486585,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,ef44276d74a909e7fa334dcfe2f26254099177231c2a7e94319d8bbd5e0a8864,aa0b5de575a81b11f4d6eb05945d9de8666ed0ae90ce17d81bf985e2828ce4a3,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001006_04,genuine,sd300b,development,4,00001006,00001006,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_04.png,sd300b_plain_roll_00001006_04,sd300b_plain_roll_00001006_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,217.9177339641587,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,0fdbe1717d323661a27d8e52ba3d9253972afc08426f66292aecc8acba9311a6,e72280d19d528127e462dcf371e3ad5800f07e58e153d207fe60b2162e10757d,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001006_05,genuine,sd300b,development,5,00001006,00001006,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_05.png,sd300b_plain_roll_00001006_05,sd300b_plain_roll_00001006_05,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,116.37026629282566,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,bbab521e171a0941c287bc40ffc3008072f37f995d387244189b63e63f4ad7aa,c49f5f3ffb585693b13e38799419abc9f1b7b403dd2bece1f2018c01e50b15f1,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
