pair_id,dataset,protocol,subject_id,canonical_finger_position,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b
sd300b_plain_self_00001027_04,sd300b,plain_self,00001027,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_04.png
sd300b_plain_self_00001030_10,sd300b,plain_self,00001030,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_10.png
sd300b_plain_self_00001040_02,sd300b,plain_self,00001040,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_02.png
sd300b_plain_self_00001040_06,sd300b,plain_self,00001040,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_12.png
sd300b_plain_self_00001044_02,sd300b,plain_self,00001044,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_02.png
sd300b_plain_self_00001044_09,sd300b,plain_self,00001044,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_09.png
sd300b_plain_self_00001047_02,sd300b,plain_self,00001047,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_02.png
sd300b_plain_self_00001050_07,sd300b,plain_self,00001050,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_07.png
sd300b_plain_self_00001050_08,sd300b,plain_self,00001050,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_08.png
sd300b_plain_self_00001050_09,sd300b,plain_self,00001050,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_09.png
sd300b_plain_self_00001052_04,sd300b,plain_self,00001052,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001052_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001052_plain_1000_04.png
sd300b_plain_self_00001054_07,sd300b,plain_self,00001054,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001054_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001054_plain_1000_07.png
sd300b_plain_self_00001059_01,sd300b,plain_self,00001059,1,1000,11,11,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001059_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001059_plain_1000_11.png
sd300b_plain_self_00001059_06,sd300b,plain_self,00001059,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001059_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001059_plain_1000_12.png
sd300b_plain_self_00001061_05,sd300b,plain_self,00001061,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001061_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001061_plain_1000_05.png
sd300b_plain_self_00001063_04,sd300b,plain_self,00001063,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_04.png
sd300b_plain_self_00001063_05,sd300b,plain_self,00001063,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_05.png
sd300b_plain_self_00001063_08,sd300b,plain_self,00001063,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_08.png
sd300b_plain_self_00001063_09,sd300b,plain_self,00001063,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_09.png
sd300b_plain_self_00001063_10,sd300b,plain_self,00001063,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001063_plain_1000_10.png
sd300b_plain_self_00001065_04,sd300b,plain_self,00001065,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001065_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001065_plain_1000_04.png
sd300b_plain_self_00001067_08,sd300b,plain_self,00001067,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001067_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001067_plain_1000_08.png
sd300b_plain_self_00001073_08,sd300b,plain_self,00001073,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001073_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001073_plain_1000_08.png
sd300b_plain_self_00001077_06,sd300b,plain_self,00001077,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001077_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001077_plain_1000_12.png
sd300b_plain_self_00001081_07,sd300b,plain_self,00001081,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001081_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001081_plain_1000_07.png
sd300b_plain_self_00001082_02,sd300b,plain_self,00001082,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001082_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001082_plain_1000_02.png
sd300b_plain_self_00001084_10,sd300b,plain_self,00001084,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001084_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001084_plain_1000_10.png
sd300b_plain_self_00001085_09,sd300b,plain_self,00001085,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001085_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001085_plain_1000_09.png
sd300b_plain_self_00001085_10,sd300b,plain_self,00001085,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001085_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001085_plain_1000_10.png
sd300b_plain_self_00001089_03,sd300b,plain_self,00001089,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001089_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001089_plain_1000_03.png
sd300b_plain_self_00001096_07,sd300b,plain_self,00001096,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001096_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001096_plain_1000_07.png
sd300b_plain_self_00001096_10,sd300b,plain_self,00001096,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001096_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001096_plain_1000_10.png
sd300b_plain_self_00001099_10,sd300b,plain_self,00001099,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001099_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001099_plain_1000_10.png
sd300b_plain_self_00001100_02,sd300b,plain_self,00001100,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001100_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001100_plain_1000_02.png
sd300b_plain_self_00001103_09,sd300b,plain_self,00001103,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001103_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001103_plain_1000_09.png
sd300b_plain_self_00001111_02,sd300b,plain_self,00001111,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_02.png
sd300b_plain_self_00001111_03,sd300b,plain_self,00001111,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_03.png
sd300b_plain_self_00001111_04,sd300b,plain_self,00001111,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_04.png
sd300b_plain_self_00001111_05,sd300b,plain_self,00001111,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_05.png
sd300b_plain_self_00001111_06,sd300b,plain_self,00001111,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_12.png
sd300b_plain_self_00001111_07,sd300b,plain_self,00001111,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_07.png
sd300b_plain_self_00001111_08,sd300b,plain_self,00001111,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_08.png
sd300b_plain_self_00001111_09,sd300b,plain_self,00001111,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_09.png
sd300b_plain_self_00001111_10,sd300b,plain_self,00001111,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_10.png
sd300b_plain_self_00001115_10,sd300b,plain_self,00001115,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_10.png
sd300b_plain_self_00001119_10,sd300b,plain_self,00001119,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001119_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001119_plain_1000_10.png
sd300b_plain_self_00001123_10,sd300b,plain_self,00001123,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001123_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001123_plain_1000_10.png
sd300b_plain_self_00001124_04,sd300b,plain_self,00001124,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001124_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001124_plain_1000_04.png
sd300b_plain_self_00001125_03,sd300b,plain_self,00001125,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001125_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001125_plain_1000_03.png
sd300b_plain_self_00001132_01,sd300b,plain_self,00001132,1,1000,11,11,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_11.png
sd300b_plain_self_00001132_03,sd300b,plain_self,00001132,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_03.png
sd300b_plain_self_00001132_04,sd300b,plain_self,00001132,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_04.png
sd300b_plain_self_00001132_05,sd300b,plain_self,00001132,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_05.png
sd300b_plain_self_00001132_06,sd300b,plain_self,00001132,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_12.png
sd300b_plain_self_00001132_07,sd300b,plain_self,00001132,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_07.png
sd300b_plain_self_00001132_08,sd300b,plain_self,00001132,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_08.png
sd300b_plain_self_00001132_09,sd300b,plain_self,00001132,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_09.png
sd300b_plain_self_00001132_10,sd300b,plain_self,00001132,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001132_plain_1000_10.png
sd300b_plain_self_00001134_02,sd300b,plain_self,00001134,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_02.png
sd300b_plain_self_00001134_04,sd300b,plain_self,00001134,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_04.png
sd300b_plain_self_00001134_05,sd300b,plain_self,00001134,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001134_plain_1000_05.png
sd300b_plain_self_00001137_10,sd300b,plain_self,00001137,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001137_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001137_plain_1000_10.png
sd300b_plain_self_00001141_06,sd300b,plain_self,00001141,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001141_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001141_plain_1000_12.png
sd300b_plain_self_00001153_07,sd300b,plain_self,00001153,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001153_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001153_plain_1000_07.png
sd300b_plain_self_00001167_10,sd300b,plain_self,00001167,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001167_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001167_plain_1000_10.png
sd300b_plain_self_00001175_10,sd300b,plain_self,00001175,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001175_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001175_plain_1000_10.png
sd300b_plain_self_00001176_02,sd300b,plain_self,00001176,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001176_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001176_plain_1000_02.png
sd300b_plain_self_00001179_05,sd300b,plain_self,00001179,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_05.png
sd300b_plain_self_00001179_07,sd300b,plain_self,00001179,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_07.png
sd300b_plain_self_00001179_10,sd300b,plain_self,00001179,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001179_plain_1000_10.png
sd300b_plain_self_00001182_05,sd300b,plain_self,00001182,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001182_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001182_plain_1000_05.png
sd300b_plain_self_00001183_05,sd300b,plain_self,00001183,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_05.png
sd300b_plain_self_00001183_09,sd300b,plain_self,00001183,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_09.png
sd300b_plain_self_00001183_10,sd300b,plain_self,00001183,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001183_plain_1000_10.png
sd300b_plain_self_00001197_03,sd300b,plain_self,00001197,3,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_03.png
sd300b_plain_self_00001197_07,sd300b,plain_self,00001197,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_07.png
sd300b_plain_self_00001203_01,sd300b,plain_self,00001203,1,1000,11,11,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_11.png
sd300b_plain_self_00001204_02,sd300b,plain_self,00001204,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_02.png
sd300b_plain_self_00001204_07,sd300b,plain_self,00001204,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_07.png
sd300b_plain_self_00001204_08,sd300b,plain_self,00001204,8,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_08.png
sd300b_plain_self_00001204_09,sd300b,plain_self,00001204,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_09.png
sd300b_plain_self_00001204_10,sd300b,plain_self,00001204,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001204_plain_1000_10.png
sd300b_plain_self_00001208_10,sd300b,plain_self,00001208,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_10.png
sd300b_plain_self_00001209_06,sd300b,plain_self,00001209,6,1000,12,12,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001209_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001209_plain_1000_12.png
sd300b_plain_self_00001217_07,sd300b,plain_self,00001217,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001217_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001217_plain_1000_07.png
sd300b_plain_self_00001217_10,sd300b,plain_self,00001217,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001217_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001217_plain_1000_10.png
sd300b_plain_self_00001232_04,sd300b,plain_self,00001232,4,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001232_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001232_plain_1000_04.png
sd300b_plain_self_00001232_05,sd300b,plain_self,00001232,5,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001232_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001232_plain_1000_05.png
sd300b_plain_self_00001238_09,sd300b,plain_self,00001238,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001238_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001238_plain_1000_09.png
sd300b_plain_self_00001240_02,sd300b,plain_self,00001240,2,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_02.png
sd300b_plain_self_00001240_07,sd300b,plain_self,00001240,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_07.png
sd300b_plain_self_00001240_10,sd300b,plain_self,00001240,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_10.png
sd300b_plain_self_00001247_09,sd300b,plain_self,00001247,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001247_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001247_plain_1000_09.png
sd300b_plain_self_00001255_07,sd300b,plain_self,00001255,7,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_07.png
sd300b_plain_self_00001255_09,sd300b,plain_self,00001255,9,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_09.png
sd300b_plain_self_00001255_10,sd300b,plain_self,00001255,10,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001255_plain_1000_10.png
