dataset,negative_pair_id,shared_accuracy_pair_id,shared_raw_score,cold_pair_raw_score,raw_score_text_equal,raw_score_abs_delta,status_equal,error_code_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,exact_reproducibility
sd300b,sd300b_plain_roll_next_subject_impostor_04_00001817_00001818,shared_imp_evaluation_04_00001817_00001818,1.7272752934921647,1.7272752934921647,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001005_00001006,shared_imp_development_05_00001005_00001006,2.803390287497235,2.803390287497235,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001043_00001044,shared_imp_evaluation_05_00001043_00001044,1.1083551755922647,1.1083551755922647,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001190_00001191,shared_imp_development_05_00001190_00001191,1.4982495821272601,1.4982495821272601,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001213_00001214,shared_imp_evaluation_05_00001213_00001214,4.671387323311045,4.671387323311045,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001358_00001359,shared_imp_evaluation_05_00001358_00001359,2.789585557388408,2.789585557388408,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001362_00001363,shared_imp_development_05_00001362_00001363,1.6628890735338209,1.6628890735338209,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001430_00001431,shared_imp_evaluation_05_00001430_00001431,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001614_00001615,shared_imp_evaluation_05_00001614_00001615,0.8214146857003051,0.8214146857003051,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001000_00001002,shared_imp_evaluation_06_00001000_00001002,5.179464887315336,5.179464887315336,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001209_00001210,shared_imp_development_06_00001209_00001210,1.8507042419743718,1.8507042419743718,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001334_00001335,shared_imp_evaluation_06_00001334_00001335,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001420_00001421,shared_imp_evaluation_06_00001420_00001421,0.66861366604304,0.66861366604304,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001426_00001427,shared_imp_evaluation_06_00001426_00001427,1.82913361175717,1.82913361175717,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001452_00001453,shared_imp_evaluation_06_00001452_00001453,1.5281170075776216,1.5281170075776216,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001471_00001472,shared_imp_evaluation_06_00001471_00001472,1.4572569292377335,1.4572569292377335,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001479_00001480,shared_imp_development_06_00001479_00001480,1.0696403596180297,1.0696403596180297,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001547_00001548,shared_imp_development_06_00001547_00001548,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001843_00001844,shared_imp_evaluation_06_00001843_00001844,2.804668472175833,2.804668472175833,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001063_00001064,shared_imp_evaluation_07_00001063_00001064,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001250_00001251,shared_imp_development_07_00001250_00001251,3.3091929703033665,3.3091929703033665,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001560_00001561,shared_imp_evaluation_07_00001560_00001561,1.3883930438367176,1.3883930438367176,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001604_00001605,shared_imp_development_07_00001604_00001605,0.25036553965532143,0.25036553965532143,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001700_00001701,shared_imp_development_07_00001700_00001701,16.58911708224364,16.58911708224364,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001757_00001758,shared_imp_development_07_00001757_00001758,0.7555684150579525,0.7555684150579525,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001761_00001762,shared_imp_development_07_00001761_00001762,2.265830165196411,2.265830165196411,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001855_00001856,shared_imp_evaluation_07_00001855_00001856,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001063_00001064,shared_imp_evaluation_08_00001063_00001064,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001090_00001091,shared_imp_evaluation_08_00001090_00001091,17.920148912007413,17.920148912007413,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001112_00001113,shared_imp_evaluation_08_00001112_00001113,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001156_00001157,shared_imp_evaluation_08_00001156_00001157,2.5951158283903446,2.5951158283903446,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001297_00001298,shared_imp_evaluation_08_00001297_00001298,11.288187742102599,11.288187742102599,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001330_00001331,shared_imp_evaluation_08_00001330_00001331,0.04397355032863337,0.04397355032863337,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001360_00001361,shared_imp_evaluation_08_00001360_00001361,1.924798791480443,1.924798791480443,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001372_00001373,shared_imp_evaluation_08_00001372_00001373,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001425_00001426,shared_imp_evaluation_08_00001425_00001426,1.5120818616189329,1.5120818616189329,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001572_00001573,shared_imp_development_08_00001572_00001573,8.420868049060335,8.420868049060335,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001630_00001631,shared_imp_evaluation_08_00001630_00001631,10.399412339720365,10.399412339720365,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001681_00001682,shared_imp_evaluation_08_00001681_00001682,1.7766405278287856,1.7766405278287856,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_08_00001775_00001776,shared_imp_development_08_00001775_00001776,21.269552393327796,21.269552393327796,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001088_00001089,shared_imp_evaluation_09_00001088_00001089,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001093_00001094,shared_imp_development_09_00001093_00001094,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001110_00001112,shared_imp_evaluation_09_00001110_00001112,4.0661983702749795,4.0661983702749795,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001200_00001201,shared_imp_development_09_00001200_00001201,0.8388154097443881,0.8388154097443881,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001231_00001232,shared_imp_evaluation_09_00001231_00001232,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001291_00001292,shared_imp_evaluation_09_00001291_00001292,1.7440844662912087,1.7440844662912087,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001485_00001486,shared_imp_evaluation_09_00001485_00001486,0.8893164692817953,0.8893164692817953,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001613_00001614,shared_imp_evaluation_09_00001613_00001614,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001776_00001777,shared_imp_development_09_00001776_00001777,4.9265274836610455,4.9265274836610455,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001818_00001819,shared_imp_evaluation_09_00001818_00001819,0.4778788223198924,0.4778788223198924,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_09_00001886_00001887,shared_imp_evaluation_09_00001886_00001887,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001275_00001276,shared_imp_development_10_00001275_00001276,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001286_00001287,shared_imp_evaluation_10_00001286_00001287,0.0,0.0,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001527_00001528,shared_imp_evaluation_10_00001527_00001528,0.2948379191047665,0.2948379191047665,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001640_00001641,shared_imp_evaluation_10_00001640_00001641,0.5680080751634178,0.5680080751634178,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001642_00001643,shared_imp_evaluation_10_00001642_00001643,0.7723628073376972,0.7723628073376972,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001757_00001758,shared_imp_development_10_00001757_00001758,0.6814484890583383,0.6814484890583383,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001776_00001777,shared_imp_development_10_00001776_00001777,1.9056814160660194,1.9056814160660194,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001817_00001818,shared_imp_evaluation_10_00001817_00001818,1.1875948857489151,1.1875948857489151,true,0.0,true,true,true,true,true,true
sd300b,sd300b_plain_roll_next_subject_impostor_10_00001818_00001819,shared_imp_evaluation_10_00001818_00001819,0.2910898265765638,0.2910898265765638,true,0.0,true,true,true,true,true,true
