dataset,pair_id,subject_id,canonical_finger_position,primary_status,derived_status,status_equal,primary_error_code,derived_error_code,error_code_equal,primary_raw_score,derived_raw_score,raw_score_text_equal,raw_score_abs_delta,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,reproducible
sd300b,sd300b_plain_roll_00001005_07,00001005,7,ok,ok,true,,,true,55.96889889900801,55.96889889900801,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001005_08,00001005,8,ok,ok,true,,,true,137.25944713193746,137.25944713193746,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001005_09,00001005,9,ok,ok,true,,,true,50.74819200015323,50.74819200015323,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001005_10,00001005,10,ok,ok,true,,,true,113.71356184328837,113.71356184328837,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_01,00001006,1,ok,ok,true,,,true,80.13005126122405,80.13005126122405,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_02,00001006,2,ok,ok,true,,,true,145.96945891301795,145.96945891301795,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_03,00001006,3,ok,ok,true,,,true,41.93147365486585,41.93147365486585,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_04,00001006,4,ok,ok,true,,,true,217.9177339641587,217.9177339641587,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_05,00001006,5,ok,ok,true,,,true,116.37026629282566,116.37026629282566,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_06,00001006,6,ok,ok,true,,,true,194.51301764936218,194.51301764936218,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_07,00001006,7,ok,ok,true,,,true,116.75845938681044,116.75845938681044,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_08,00001006,8,ok,ok,true,,,true,40.980777710702654,40.980777710702654,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_09,00001006,9,ok,ok,true,,,true,103.32121189931453,103.32121189931453,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001006_10,00001006,10,ok,ok,true,,,true,52.31088080553348,52.31088080553348,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_01,00001007,1,ok,ok,true,,,true,72.52062760853174,72.52062760853174,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_02,00001007,2,ok,ok,true,,,true,72.83161774359827,72.83161774359827,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_03,00001007,3,ok,ok,true,,,true,24.77132916406959,24.77132916406959,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_04,00001007,4,ok,ok,true,,,true,31.77890597478875,31.77890597478875,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_05,00001007,5,ok,ok,true,,,true,9.519387553829503,9.519387553829503,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_06,00001007,6,ok,ok,true,,,true,129.31937563257537,129.31937563257537,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_07,00001007,7,ok,ok,true,,,true,175.4242776107538,175.4242776107538,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_08,00001007,8,ok,ok,true,,,true,14.954939745892379,14.954939745892379,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_09,00001007,9,ok,ok,true,,,true,107.35874597102693,107.35874597102693,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001007_10,00001007,10,ok,ok,true,,,true,10.47297473637374,10.47297473637374,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_01,00001008,1,ok,ok,true,,,true,185.84257799849067,185.84257799849067,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_02,00001008,2,ok,ok,true,,,true,93.5216805029619,93.5216805029619,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_03,00001008,3,ok,ok,true,,,true,76.4399588254915,76.4399588254915,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_04,00001008,4,ok,ok,true,,,true,50.68884213231221,50.68884213231221,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_05,00001008,5,ok,ok,true,,,true,26.584510080802115,26.584510080802115,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_06,00001008,6,ok,ok,true,,,true,268.0321382379748,268.0321382379748,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_07,00001008,7,ok,ok,true,,,true,73.9614673742281,73.9614673742281,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_08,00001008,8,ok,ok,true,,,true,30.32730526493876,30.32730526493876,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_09,00001008,9,ok,ok,true,,,true,28.312667408348304,28.312667408348304,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001008_10,00001008,10,ok,ok,true,,,true,30.03642741972999,30.03642741972999,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_01,00001009,1,ok,ok,true,,,true,218.68582815475884,218.68582815475884,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_02,00001009,2,ok,ok,true,,,true,5.698167205157832,5.698167205157832,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_03,00001009,3,ok,ok,true,,,true,178.6414836695248,178.6414836695248,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_04,00001009,4,ok,ok,true,,,true,83.8538126418706,83.8538126418706,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_05,00001009,5,ok,ok,true,,,true,63.34127768674014,63.34127768674014,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_06,00001009,6,ok,ok,true,,,true,254.08489588278783,254.08489588278783,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_07,00001009,7,ok,ok,true,,,true,101.90754038806078,101.90754038806078,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_08,00001009,8,ok,ok,true,,,true,151.95916055468973,151.95916055468973,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_09,00001009,9,ok,ok,true,,,true,103.35289629598978,103.35289629598978,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001009_10,00001009,10,ok,ok,true,,,true,0.7731574634712961,0.7731574634712961,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_01,00001010,1,ok,ok,true,,,true,37.508971412520296,37.508971412520296,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_02,00001010,2,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_03,00001010,3,ok,ok,true,,,true,134.44445365390115,134.44445365390115,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_04,00001010,4,ok,ok,true,,,true,66.65005722126111,66.65005722126111,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_05,00001010,5,ok,ok,true,,,true,67.77358735864442,67.77358735864442,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_06,00001010,6,ok,ok,true,,,true,53.76107834393588,53.76107834393588,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_07,00001010,7,ok,ok,true,,,true,58.885472588635366,58.885472588635366,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_08,00001010,8,ok,ok,true,,,true,67.75118665667017,67.75118665667017,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_09,00001010,9,ok,ok,true,,,true,99.15359147009437,99.15359147009437,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001010_10,00001010,10,ok,ok,true,,,true,1.4536903272537929,1.4536903272537929,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_01,00001011,1,ok,ok,true,,,true,19.523667097686484,19.523667097686484,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_02,00001011,2,ok,ok,true,,,true,73.6528232822703,73.6528232822703,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_03,00001011,3,ok,ok,true,,,true,80.15438892866985,80.15438892866985,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_04,00001011,4,ok,ok,true,,,true,151.33281830783574,151.33281830783574,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_05,00001011,5,ok,ok,true,,,true,13.407410650757189,13.407410650757189,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_06,00001011,6,ok,ok,true,,,true,57.59604752867967,57.59604752867967,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_07,00001011,7,ok,ok,true,,,true,122.07942057501437,122.07942057501437,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_08,00001011,8,ok,ok,true,,,true,106.1601692836257,106.1601692836257,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_09,00001011,9,ok,ok,true,,,true,59.10861479145498,59.10861479145498,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001011_10,00001011,10,ok,ok,true,,,true,117.11920140993965,117.11920140993965,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_01,00001012,1,ok,ok,true,,,true,142.98451209554668,142.98451209554668,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_02,00001012,2,ok,ok,true,,,true,123.97357873334619,123.97357873334619,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_03,00001012,3,ok,ok,true,,,true,140.19279474881742,140.19279474881742,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_04,00001012,4,ok,ok,true,,,true,179.41075540562946,179.41075540562946,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_05,00001012,5,ok,ok,true,,,true,85.64683186860633,85.64683186860633,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_06,00001012,6,ok,ok,true,,,true,196.15052722037362,196.15052722037362,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_07,00001012,7,ok,ok,true,,,true,102.81476480558578,102.81476480558578,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_08,00001012,8,ok,ok,true,,,true,59.47270897528928,59.47270897528928,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_09,00001012,9,ok,ok,true,,,true,73.70156570412935,73.70156570412935,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001012_10,00001012,10,ok,ok,true,,,true,83.59449132849299,83.59449132849299,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_01,00001013,1,ok,ok,true,,,true,75.5660554945713,75.5660554945713,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_02,00001013,2,ok,ok,true,,,true,161.40746946347963,161.40746946347963,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_03,00001013,3,ok,ok,true,,,true,158.7679789229598,158.7679789229598,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_04,00001013,4,ok,ok,true,,,true,14.079216985163242,14.079216985163242,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_05,00001013,5,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_06,00001013,6,ok,ok,true,,,true,42.774435823887636,42.774435823887636,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_07,00001013,7,ok,ok,true,,,true,69.70444146158684,69.70444146158684,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_08,00001013,8,ok,ok,true,,,true,132.87296892472938,132.87296892472938,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_09,00001013,9,ok,ok,true,,,true,29.63470902485153,29.63470902485153,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001013_10,00001013,10,ok,ok,true,,,true,91.48825824509991,91.48825824509991,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_01,00001014,1,ok,ok,true,,,true,111.00351633358912,111.00351633358912,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_02,00001014,2,ok,ok,true,,,true,23.186649951916934,23.186649951916934,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_03,00001014,3,ok,ok,true,,,true,123.2576610918966,123.2576610918966,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_04,00001014,4,ok,ok,true,,,true,163.04060289451976,163.04060289451976,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_05,00001014,5,ok,ok,true,,,true,50.96258750247596,50.96258750247596,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_06,00001014,6,ok,ok,true,,,true,72.2601553379441,72.2601553379441,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_07,00001014,7,ok,ok,true,,,true,12.378751845919362,12.378751845919362,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_08,00001014,8,ok,ok,true,,,true,42.36538466652473,42.36538466652473,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_09,00001014,9,ok,ok,true,,,true,54.66780305326953,54.66780305326953,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001014_10,00001014,10,ok,ok,true,,,true,22.349981209023518,22.349981209023518,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_01,00001015,1,ok,ok,true,,,true,1.208158957724631,1.208158957724631,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_02,00001015,2,ok,ok,true,,,true,0.16294430420115244,0.16294430420115244,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_03,00001015,3,ok,ok,true,,,true,96.7773900818145,96.7773900818145,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_04,00001015,4,ok,ok,true,,,true,21.561348200679994,21.561348200679994,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_05,00001015,5,ok,ok,true,,,true,78.08265963550153,78.08265963550153,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_06,00001015,6,ok,ok,true,,,true,59.622615241944544,59.622615241944544,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_07,00001015,7,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_08,00001015,8,ok,ok,true,,,true,25.43036206940179,25.43036206940179,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_09,00001015,9,ok,ok,true,,,true,6.020565195204474,6.020565195204474,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001015_10,00001015,10,ok,ok,true,,,true,18.41186560928093,18.41186560928093,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_01,00001016,1,ok,ok,true,,,true,64.77243723340737,64.77243723340737,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_02,00001016,2,ok,ok,true,,,true,77.65656716916389,77.65656716916389,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_03,00001016,3,ok,ok,true,,,true,160.00671761204256,160.00671761204256,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_04,00001016,4,ok,ok,true,,,true,190.81479708173316,190.81479708173316,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_05,00001016,5,ok,ok,true,,,true,222.60444768910403,222.60444768910403,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_06,00001016,6,ok,ok,true,,,true,46.687722049988274,46.687722049988274,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_07,00001016,7,ok,ok,true,,,true,217.97443483357148,217.97443483357148,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_08,00001016,8,ok,ok,true,,,true,96.60242339741325,96.60242339741325,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_09,00001016,9,ok,ok,true,,,true,74.9990932684448,74.9990932684448,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001016_10,00001016,10,ok,ok,true,,,true,112.38389111735162,112.38389111735162,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_01,00001017,1,ok,ok,true,,,true,100.85432262729026,100.85432262729026,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_02,00001017,2,ok,ok,true,,,true,119.30294895171117,119.30294895171117,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_03,00001017,3,ok,ok,true,,,true,57.824883979591874,57.824883979591874,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_04,00001017,4,ok,ok,true,,,true,90.28491543498238,90.28491543498238,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_05,00001017,5,ok,ok,true,,,true,86.19610640183146,86.19610640183146,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_06,00001017,6,ok,ok,true,,,true,128.3573820206664,128.3573820206664,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_07,00001017,7,ok,ok,true,,,true,169.382952500483,169.382952500483,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_08,00001017,8,ok,ok,true,,,true,88.18608455458204,88.18608455458204,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_09,00001017,9,ok,ok,true,,,true,107.64290683985445,107.64290683985445,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001017_10,00001017,10,ok,ok,true,,,true,17.28252447987372,17.28252447987372,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_01,00001018,1,ok,ok,true,,,true,0.2566625445716439,0.2566625445716439,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_02,00001018,2,ok,ok,true,,,true,43.00856251320321,43.00856251320321,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_03,00001018,3,ok,ok,true,,,true,166.90650088182392,166.90650088182392,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_04,00001018,4,ok,ok,true,,,true,55.76716044484563,55.76716044484563,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_05,00001018,5,ok,ok,true,,,true,185.4037148460701,185.4037148460701,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_06,00001018,6,ok,ok,true,,,true,24.030359085170005,24.030359085170005,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_07,00001018,7,ok,ok,true,,,true,35.357727748197206,35.357727748197206,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_08,00001018,8,ok,ok,true,,,true,36.02411694598898,36.02411694598898,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_09,00001018,9,ok,ok,true,,,true,139.29312780856526,139.29312780856526,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001018_10,00001018,10,ok,ok,true,,,true,73.51613556975984,73.51613556975984,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_01,00001019,1,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_02,00001019,2,ok,ok,true,,,true,35.555682707240585,35.555682707240585,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_03,00001019,3,ok,ok,true,,,true,67.50690617094887,67.50690617094887,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_04,00001019,4,ok,ok,true,,,true,1.249907027385036,1.249907027385036,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_06,00001019,6,ok,ok,true,,,true,162.38517830580565,162.38517830580565,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_08,00001019,8,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001019_09,00001019,9,ok,ok,true,,,true,39.319692345519705,39.319692345519705,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001020_01,00001020,1,ok,ok,true,,,true,370.9123011848762,370.9123011848762,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001020_02,00001020,2,ok,ok,true,,,true,153.24182291364713,153.24182291364713,true,0.0,true,true,true,true
sd300b,sd300b_plain_roll_00001020_03,00001020,3,ok,ok,true,,,true,136.08306966486185,136.08306966486185,true,0.0,true,true,true,true
