subject_id,canonical_finger_position,sd300b_plain_self_raw_score,sd300b_roll_self_raw_score,sd300b_plain_roll_raw_score,sd300c_plain_self_raw_score,sd300c_roll_self_raw_score,sd300c_plain_roll_raw_score
00001003,7,385.1795219001631,1177.9539965186484,44.693646067912454,396.8379700509971,1177.9539965186484,56.17359014443854
00001003,8,560.0562438008951,1177.9539965186484,36.29778067458034,618.3484849168419,1177.9539965186484,2.854657200212247
00001003,9,653.3238293693438,1177.9539965186484,35.74280272021393,583.37314046434,1141.0023092807967,15.566366622801826
00001003,10,525.0809000719476,1175.5424007913543,7.2077986566405325,490.1055552576685,1177.9539965186484,28.96447633464131
00001004,1,1154.2463823054504,1177.9539965186484,135.4670374066883,1177.9539965186484,1177.9539965186484,128.15242259147107
00001004,2,431.81331450349893,1166.1001890502716,113.42835263435012,431.81331450349893,1177.9539965186484,107.8073850727229
00001004,3,548.3977963736156,1166.1001890502716,84.30878383507027,583.37314046434,1166.1001890502716,111.74940013366404
00001004,4,478.44710710683466,1177.9539965186484,62.58844088179844,595.031588615174,1154.2463823054504,88.57964260256108
00001004,5,350.20417780943853,1177.9539965186484,87.62066002564202,443.4717626543328,1177.9539965186484,73.79449427056824
00001004,6,1177.9539965186484,1111.659075464091,103.35174799322414,1177.9539965186484,1071.2697325592574,104.61586708334855
00001004,7,186.98590369776346,1177.9539965186484,18.095383376910874,198.64435184859735,1177.9539965186484,10.03875603458197
00001004,8,536.7393482227816,1177.9539965186484,47.38121210831652,595.031588615174,1154.2463823054504,42.902728308456666
00001004,9,851.5174479335209,1177.9539965186484,50.318931666661115,886.4927923860226,1177.9539965186484,0.0
00001004,10,233.61969630109917,1177.9539965186484,2.580366112019896,233.61969630109917,1171.0359399559215,1.8289100388637975
00001005,1,338.5457296586046,419.61220258665094,0.0,350.20417780943853,559.6492459763845,0.0
00001005,4,746.5914145760153,1177.9539965186484,172.176684773443,653.3238293693438,1106.8311538790545,167.22278467669378
00001005,5,373.5210741111065,1177.9539965186484,94.07868653105294,396.8379700509971,1177.9539965186484,132.9683299793735
00001005,6,1177.9539965186484,1177.9539965186484,119.2214989052725,1177.9539965186484,1177.9539965186484,139.2492426313319
00001005,7,688.2991738218456,1177.9539965186484,55.96889889900801,699.9576219726795,1177.9539965186484,57.83627966598746
00001005,8,513.4224519211136,1177.9539965186484,137.25944713193746,548.3977963736156,1177.9539965186484,146.7439075134544
00001005,9,956.443481291026,1166.1001890502716,50.74819200015323,921.4681368385244,1166.1001890502716,5.268082698141855
00001005,10,618.3484849168419,1177.9539965186484,113.71356184328837,525.0809000719476,1177.9539965186484,88.5485552544549
00001006,1,753.5984590181577,1166.1001890502716,80.13005126122405,707.5032500021441,1177.9539965186484,65.4153841418108
00001006,2,443.4717626543328,1177.9539965186484,145.96945891301795,420.1548663526649,1177.9539965186484,135.33334527602818
00001006,3,396.8379700509971,1177.9539965186484,41.93147365486585,338.5457296586046,1177.9539965186484,43.44355444122476
00001006,4,536.7393482227816,1177.9539965186484,217.9177339641587,571.7146919517289,1177.9539965186484,192.22019553368045
00001006,5,350.20417780943853,1177.9539965186484,116.37026629282566,315.2288333569368,1154.2463823054504,87.35165074038389
00001006,6,746.5914145760153,1177.9539965186484,194.51301764936218,792.6589493365539,1177.9539965186484,166.4814488029371
00001006,7,501.7640037702798,1177.9539965186484,116.75845938681044,466.7886589560007,1177.9539965186484,60.02247407669245
00001006,8,455.1302108051667,1177.9539965186484,40.980777710702654,408.496418201831,1177.9539965186484,33.14793436966508
00001006,9,606.690036766008,1177.9539965186484,103.32121189931453,618.3484849168419,1177.9539965186484,151.7660154187075
00001006,10,163.6690077578728,1177.9539965186484,52.31088080553348,163.6690077578728,1154.2463823054504,55.95934200471196
00001007,1,754.3426836115484,1177.9539965186484,72.52062760853174,816.5421034810189,1154.2463823054504,64.78564183545389
00001007,2,338.5457296586046,1177.9539965186484,72.83161774359827,396.8379700509971,1177.9539965186484,34.22097348972947
00001007,3,385.1795219001631,1177.9539965186484,24.77132916406959,396.8379700509971,1177.9539965186484,35.641369264001554
00001007,4,420.1548663526649,1166.1001890502716,31.77890597478875,396.8379700509971,1177.9539965186484,46.81270477762433
00001007,5,478.44710710683466,1177.9539965186484,9.519387553829503,443.4717626543328,1177.9539965186484,22.319218664188917
00001007,6,1154.6371002169808,1130.5387680922524,129.31937563257537,863.1758960843549,1154.2463823054504,129.60987295805194
00001007,7,548.3977963736156,1177.9539965186484,175.4242776107538,664.9822775201776,1118.684960262099,130.58038265337336
00001007,8,466.7886589560007,1177.9539965186484,14.954939745892379,490.1055552576685,1177.9539965186484,1.681797016932761
00001007,9,396.8379700509971,1154.2463823054504,107.35874597102693,431.81331450349893,1177.9539965186484,124.20036812929054
00001007,10,163.6690077578728,976.4392753446882,10.47297473637374,210.3027999994313,1154.2463823054504,0.0
00001008,1,1038.052618708641,1177.9539965186484,185.84257799849067,956.2052386620444,1177.9539965186484,146.06702069806886
00001008,2,420.1548663526649,1166.1001890502716,93.5216805029619,385.1795219001631,1177.9539965186484,86.650224146939
00001008,3,618.3484849168419,1177.9539965186484,76.4399588254915,630.006933067676,1177.9539965186484,82.38099812611901
00001008,4,583.37314046434,1166.1001890502716,50.68884213231221,536.7393482227816,1166.1001890502716,50.97703170952985
00001008,5,490.1055552576685,1177.9539965186484,26.584510080802115,525.0809000719476,1038.052618708641,149.9921398446192
00001008,6,1166.1001890502716,1177.9539965186484,268.0321382379748,1177.9539965186484,1177.9539965186484,261.3252540491861
00001008,7,548.3977963736156,1177.9539965186484,73.9614673742281,536.7393482227816,1177.9539965186484,29.645166497350353
00001008,8,268.59504075360104,1177.9539965186484,30.32730526493876,315.2288333569368,1177.9539965186484,36.03579916941562
00001008,9,653.3238293693438,1177.9539965186484,28.312667408348304,618.3484849168419,1177.9539965186484,28.142027788469225
00001008,10,291.9119366934916,1177.9539965186484,30.03642741972999,268.59504075360104,1177.9539965186484,45.47268707354287
00001009,1,1177.9539965186484,1177.9539965186484,218.68582815475884,1177.9539965186484,1177.9539965186484,193.6251073300058
00001009,2,536.7393482227816,1177.9539965186484,5.698167205157832,653.3238293693438,1166.1001890502716,2.1174375465504705
00001009,3,641.6653812185099,1166.1001890502716,178.6414836695248,618.3484849168419,1177.9539965186484,178.75927620954815
00001009,4,618.3484849168419,1177.9539965186484,83.8538126418706,595.031588615174,1177.9539965186484,83.30221249167093
00001009,5,268.59504075360104,1142.392574837074,63.34127768674014,268.59504075360104,1177.9539965186484,51.009465422453715
00001009,6,1177.9539965186484,1177.9539965186484,254.08489588278783,1177.9539965186484,1177.9539965186484,268.18131872048957
00001009,7,595.031588615174,1177.9539965186484,101.90754038806078,571.7146919517289,1177.9539965186484,88.46746204807525
00001009,8,630.006933067676,1177.9539965186484,151.95916055468973,630.006933067676,1177.9539965186484,144.57284650696468
00001009,9,991.4188257435281,1177.9539965186484,103.35289629598978,1084.6864113119768,1166.1001890502716,237.985791769758
00001009,10,455.1302108051667,1177.9539965186484,0.7731574634712961,385.1795219001631,1177.9539965186484,2.0119674022464493
00001010,1,1177.9539965186484,1177.9539965186484,37.508971412520296,1106.8311538790545,1177.9539965186484,44.19431870370464
00001010,2,816.5421034810189,1177.9539965186484,0.0,921.4681368385244,1166.1001890502716,0.7934617879069757
00001010,3,769.9083108776832,1177.9539965186484,134.44445365390115,734.9329664251815,1177.9539965186484,164.90283781188236
00001010,4,816.5421034810189,1177.9539965186484,66.65005722126111,886.4927923860226,1177.9539965186484,63.37159082512254
00001010,5,420.1548663526649,1166.1001890502716,67.77358735864442,455.1302108051667,1177.9539965186484,75.08408091834814
00001010,6,1014.7357224069732,1177.9539965186484,53.76107834393588,1038.052618708641,1177.9539965186484,0.0
00001010,7,513.4224519211136,1166.1001890502716,58.885472588635366,571.7146919517289,1177.9539965186484,56.123371478319235
00001010,8,513.4224519211136,1166.1001890502716,67.75118665667017,548.3977963736156,1177.9539965186484,52.60244738772377
00001010,9,560.0562438008951,1177.9539965186484,99.15359147009437,536.7393482227816,1142.392574837074,96.34024903170058
00001010,10,198.64435184859735,1177.9539965186484,1.4536903272537929,256.93659260276706,1177.9539965186484,0.0
00001011,1,1177.9539965186484,1177.9539965186484,19.523667097686484,1127.121131255531,1177.9539965186484,18.407955696388584
00001011,2,653.3238293693438,1177.9539965186484,73.6528232822703,536.7393482227816,1177.9539965186484,87.7260680125745
00001011,3,1003.0772738943621,1177.9539965186484,80.15438892866985,1073.027963161143,1177.9539965186484,65.5120952251259
00001011,4,839.8589997826866,1177.9539965186484,151.33281830783574,781.5667590285171,1177.9539965186484,112.37055455818995
00001011,5,303.57038520610286,968.10192944186,13.407410650757189,291.9119366934916,1084.6864113119768,41.68021349888614
00001011,6,1169.373683399455,1177.9539965186484,57.59604752867967,1154.2463823054504,1177.9539965186484,86.58516469238899
00001011,7,525.0809000719476,1177.9539965186484,122.07942057501437,560.0562438008951,1177.9539965186484,85.28111468799557
00001011,8,466.7886589560007,1177.9539965186484,106.1601692836257,513.4224519211136,1166.1001890502716,61.8823146219265
00001011,9,793.225207179351,1177.9539965186484,59.10861479145498,851.5174479335209,1177.9539965186484,69.89713506759443
00001011,10,408.496418201831,1177.9539965186484,117.11920140993965,385.1795219001631,1177.9539965186484,116.18596581105922
00001012,1,583.37314046434,1177.9539965186484,142.98451209554668,490.1055552576685,1177.9539965186484,135.8404081273162
00001012,2,548.3977963736156,1177.9539965186484,123.97357873334619,560.0562438008951,1177.9539965186484,133.39208466509507
00001012,3,548.3977963736156,1177.9539965186484,140.19279474881742,513.4224519211136,1177.9539965186484,157.39926018867212
00001012,4,490.1055552576685,1177.9539965186484,179.41075540562946,501.7640037702798,1177.9539965186484,176.17337081024584
00001012,5,455.1302108051667,1177.9539965186484,85.64683186860633,443.4717626543328,1177.9539965186484,123.72794336572854
00001012,6,555.8234664259855,1177.9539965186484,196.15052722037362,543.8394207390979,1177.9539965186484,131.2170267755948
00001012,7,408.496418201831,1177.9539965186484,102.81476480558578,408.496418201831,1177.9539965186484,179.337788930806
00001012,8,385.1795219001631,1177.9539965186484,59.47270897528928,373.5210741111065,1166.1001890502716,18.52591198122014
00001012,9,350.20417780943853,1177.9539965186484,73.70156570412935,396.8379700509971,1177.9539965186484,139.01778582126605
00001012,10,233.61969630109917,1177.9539965186484,83.59449132849299,221.96124815026528,1177.9539965186484,90.99341257576592
00001013,1,921.2208470211003,1177.9539965186484,75.5660554945713,921.4681368385244,1177.9539965186484,17.16341017386057
00001013,2,490.1055552576685,1177.9539965186484,161.40746946347963,525.0809000719476,1177.9539965186484,128.31760474494394
00001013,3,723.2745182743473,1177.9539965186484,158.7679789229598,711.6160701235136,1177.9539965186484,128.50269235391002
00001013,4,501.7640037702798,1177.9539965186484,14.079216985163242,618.3484849168419,1177.9539965186484,4.431055648781136
00001013,5,863.1758960843549,1177.9539965186484,0.0,921.4681368385244,1166.1001890502716,29.20056203084407
00001013,6,1177.9539965186484,1177.9539965186484,42.774435823887636,1166.295548006037,1177.9539965186484,53.808127676174884
00001013,7,268.59504075360104,1177.9539965186484,69.70444146158684,291.9119366934916,1177.9539965186484,59.61501687802563
00001013,8,816.5421034810189,1177.9539965186484,132.87296892472938,758.2498627268492,1177.9539965186484,83.28241500317861
00001013,9,536.7393482227816,1177.9539965186484,29.63470902485153,583.37314046434,1177.9539965186484,3.947978217052535
00001013,10,385.1795219001631,1177.9539965186484,91.48825824509991,373.5210741111065,1177.9539965186484,89.06052214446626
00001014,1,1177.9539965186484,1166.1001890502716,111.00351633358912,1177.9539965186484,1177.9539965186484,98.13396342240333
00001014,2,641.6653812185099,1166.1001890502716,23.186649951916934,664.9822775201776,1154.2463823054504,56.5592717031823
00001014,3,513.4224519211136,1177.9539965186484,123.2576610918966,583.37314046434,1166.1001890502716,119.73685111172398
00001014,4,664.9822775201776,1177.9539965186484,163.04060289451976,676.6407256710116,1177.9539965186484,96.69525575274102
00001014,5,699.9576219726795,1119.6617550409242,50.96258750247596,676.6407256710116,1119.6617550409242,2.023186063781929
00001014,6,1177.9539965186484,1166.1001890502716,72.2601553379441,1177.9539965186484,1166.1001890502716,76.42108312762043
00001014,7,513.4224519211136,1154.2463823054504,12.378751845919362,571.7146919517289,1154.2463823054504,21.889510710394127
00001014,8,734.9329664251815,1177.9539965186484,42.36538466652473,711.6160701235136,1177.9539965186484,10.086366441612142
00001014,9,595.031588615174,1166.1001890502716,54.66780305326953,618.3484849168419,1142.392574837074,28.86357779107923
00001014,10,548.3977963736156,1177.9539965186484,22.349981209023518,513.4224519211136,1119.6977423693552,24.49001914113591
00001015,1,1131.3202039153127,1177.9539965186484,1.208158957724631,1154.6371002169808,1177.9539965186484,8.179001516750528
00001015,2,921.4681368385244,1177.9539965186484,0.16294430420115244,898.1512405368564,1154.2463823054504,21.331349527376116
00001015,3,373.5210741111065,1177.9539965186484,96.7773900818145,385.1795219001631,1177.9539965186484,121.71930489505392
00001015,4,478.44710710683466,1177.9539965186484,21.561348200679994,443.4717626543328,1166.1001890502716,0.0
00001015,5,245.27814445193312,1177.9539965186484,78.08265963550153,280.253488904435,1177.9539965186484,62.68806153333412
00001015,6,1177.9539965186484,1166.1001890502716,59.622615241944544,1177.9539965186484,1177.9539965186484,162.82147007559055
00001015,7,734.9329664251815,1177.9539965186484,0.0,769.9083108776832,1177.9539965186484,0.0
00001015,8,443.4717626543328,1154.2463823054504,25.43036206940179,408.496418201831,1177.9539965186484,31.649473791153127
00001015,9,501.7640037702798,1177.9539965186484,6.020565195204474,618.3484849168419,1177.9539965186484,24.230604656014002
00001015,10,385.1795219001631,1118.684960262099,18.41186560928093,420.1548663526649,1177.9539965186484,0.2987546198890272
00001016,1,1154.6371002169808,1177.9539965186484,64.77243723340737,979.7603775926941,1177.9539965186484,114.41654693469955
00001016,2,338.5457296586046,1177.9539965186484,77.65656716916389,385.1795219001631,1177.9539965186484,39.7971765189999
00001016,3,513.4224519211136,1166.1001890502716,160.00671761204256,583.37314046434,1177.9539965186484,140.26713303664656
00001016,4,513.4224519211136,1166.1001890502716,190.81479708173316,560.0562438008951,1177.9539965186484,183.81488777240145
00001016,5,478.44710710683466,1177.9539965186484,222.60444768910403,478.44710710683466,1166.1001890502716,207.14642411045438
00001016,6,1154.2463823054504,1177.9539965186484,46.687722049988274,1142.7793058311395,1177.9539965186484,45.01042524974588
00001016,7,513.4224519211136,1177.9539965186484,217.97443483357148,420.1548663526649,1177.9539965186484,171.07232409883994
00001016,8,699.9576219726795,1177.9539965186484,96.60242339741325,711.6160701235136,1177.9539965186484,102.78387996929388
00001016,9,408.496418201831,1177.9539965186484,74.9990932684448,385.1795219001631,1177.9539965186484,131.2790264610652
00001016,10,560.0562438008951,1177.9539965186484,112.38389111735162,501.7640037702798,1177.9539965186484,95.21332295715375
00001017,1,1142.9786517043692,1177.9539965186484,100.85432262729026,1014.7357224069732,1177.9539965186484,81.20189586754626
00001017,2,793.225207179351,1177.9539965186484,119.30294895171117,921.4681368385244,1177.9539965186484,16.260094029878026
00001017,3,769.9083108776832,1177.9539965186484,57.824883979591874,839.8589997826866,1177.9539965186484,112.17794644813247
00001017,4,618.3484849168419,1166.1001890502716,90.28491543498238,653.3238293693438,1177.9539965186484,129.19143949071264
00001017,5,466.7886589560007,1166.1001890502716,86.19610640183146,478.44710710683466,1177.9539965186484,86.38227581997131
00001017,6,991.4188257435281,1177.9539965186484,128.3573820206664,1061.369515010309,1177.9539965186484,145.95563095548766
00001017,7,548.3977963736156,1177.9539965186484,169.382952500483,548.3977963736156,1177.9539965186484,218.1487036187509
00001017,8,466.7886589560007,1177.9539965186484,88.18608455458204,513.4224519211136,1177.9539965186484,72.4717441803837
00001017,9,839.8589997826866,1177.9539965186484,107.64290683985445,839.8589997826866,1166.1001890502716,6.8600616624867214
00001017,10,536.7393482227816,1177.9539965186484,17.28252447987372,641.6653812185099,1177.9539965186484,36.29679276965867
00001018,1,1177.9539965186484,1177.9539965186484,0.2566625445716439,1177.9539965186484,1177.9539965186484,0.0
00001018,2,793.225207179351,1177.9539965186484,43.00856251320321,757.9493104872106,1166.1001890502716,0.0
00001018,3,455.1302108051667,1177.9539965186484,166.90650088182392,420.1548663526649,1177.9539965186484,135.77046432386334
00001018,4,466.7886589560007,1177.9539965186484,55.76716044484563,466.7886589560007,1177.9539965186484,64.22270638982752
00001018,5,431.81331450349893,1154.2463823054504,185.4037148460701,431.81331450349893,1166.1001890502716,148.56852883092995
00001018,6,1177.9539965186484,1166.1001890502716,24.030359085170005,1177.9539965186484,1166.1001890502716,1.3329039221835306
00001018,7,676.6407256710116,1177.9539965186484,35.357727748197206,664.9822775201776,1177.9539965186484,29.275511435426424
00001018,8,618.3484849168419,1177.9539965186484,36.02411694598898,501.7640037702798,1177.9539965186484,104.26211175782831
00001018,9,641.6653812185099,1177.9539965186484,139.29312780856526,571.7146919517289,1177.9539965186484,142.21027101020096
00001018,10,595.031588615174,1177.9539965186484,73.51613556975984,652.9749740911918,1166.1001890502716,87.02559720801975
00001019,1,54.38764445112881,1177.9539965186484,0.0,128.69366294359375,1130.5387680922524,0.0
00001019,2,140.35211109442767,1177.9539965186484,35.555682707240585,210.3027999994313,1154.2463823054504,37.176739800381306
00001019,3,326.8872815077707,881.6088184918965,67.50690617094887,361.8626259602725,929.6671034810189,63.475338931215674
00001019,4,41.88229363871244,1177.9539965186484,1.249907027385036,54.38764445112881,1177.9539965186484,0.0
00001019,6,1177.9539965186484,709.3177294674542,162.38517830580565,175.32745590870678,839.8589997826866,4.865589357247097
00001019,8,513.4224519211136,175.32745590870678,0.0,560.0562438008951,233.61969630109917,0.0
00001019,9,455.1302108051667,1131.3202039153127,39.319692345519705,501.7640037702798,1131.1188029299876,47.830401857194126
00001020,1,905.3164327050943,1177.9539965186484,370.9123011848762,917.1702398116934,1177.9539965186484,316.7638762838917
00001020,2,676.6407256710116,1177.9539965186484,153.24182291364713,699.9576219726795,1177.9539965186484,153.64077543457904
00001020,3,781.5667590285171,1177.9539965186484,136.08306966486185,676.6407256710116,1177.9539965186484,128.49483170237238
00001020,4,559.6492459763845,1177.9539965186484,102.69480380989756,618.3484849168419,1166.1001890502716,55.01954858891438
00001020,5,315.2288333569368,979.5278074072594,97.2935141856508,338.5457296586046,991.4188257435281,109.30019665791028
00001020,6,836.6413228642036,1177.9539965186484,164.56231903845116,778.9962464526612,1177.9539965186484,168.4112291420543
00001020,7,781.5667590285171,1166.1001890502716,69.82110424379314,758.2498627268492,1166.1001890502716,55.857305270562
00001020,8,886.4927923860226,1166.1001890502716,145.2903593586048,839.5876678996798,1177.9539965186484,183.23637888421754
00001020,9,676.6407256710116,1177.9539965186484,136.3623298117497,781.5667590285171,1166.1001890502716,158.3550190631674
00001020,10,280.253488904435,1161.2419651519397,141.41812350487288,280.253488904435,1177.9539965186484,149.039199543165
00001021,1,1035.7083112394607,1177.9539965186484,210.12158306808692,766.2453304570885,1166.1001890502716,128.14929377606308
00001021,2,734.9329664251815,1177.9539965186484,39.625886023385945,723.2745182743473,1177.9539965186484,54.614012631153045
00001021,3,839.8589997826866,1177.9539965186484,122.1654112226764,769.9083108776832,1177.9539965186484,139.23370990840152
00001021,4,734.9329664251815,1177.9539965186484,65.56324075941966,839.8589997826866,1154.2463823054504,105.80245594849382
00001021,6,930.7388644188965,1177.9539965186484,107.84057307279497,637.874834315606,1177.9539965186484,50.115360167409264
00001021,7,233.61969630109917,1154.2463823054504,27.758014046552454,280.253488904435,1166.1001890502716,41.30297096630931
00001021,8,828.2005516318528,1166.1001890502716,74.04214259670492,839.8589997826866,1177.9539965186484,96.39950843150255
00001021,9,688.2991738218456,1177.9539965186484,71.71590140632475,769.9083108776832,1177.9539965186484,107.82726570400693
00001021,10,688.2991738218456,1166.1001890502716,134.5201642045367,723.2745182743473,1177.9539965186484,150.70392486521249
00001022,1,1166.1001890502716,1177.9539965186484,71.50109679421652,1177.9539965186484,1177.9539965186484,72.79044033900158
00001022,2,490.1055552576685,1177.9539965186484,1.1647727377827857,536.7393482227816,1177.9539965186484,0.4700256736906531
00001022,3,863.1758960843549,1177.9539965186484,2.420093294673838,1014.7357224069732,1177.9539965186484,0.0
00001022,4,198.64435184859735,1177.9539965186484,0.0,198.64435184859735,1177.9539965186484,0.0
00001022,5,804.8836553301849,1177.9539965186484,0.0,618.3484849168419,1177.9539965186484,0.0
00001022,6,1177.9539965186484,1177.9539965186484,2.4219219329244606,1177.9539965186484,1177.9539965186484,0.7512214302037152
00001022,7,501.7640037702798,1166.1001890502716,47.50620459697888,525.0809000719476,1154.2463823054504,37.2711708613991
00001022,8,664.9822775201776,1177.9539965186484,0.18852625202316908,699.9576219726795,1177.9539965186484,0.0
00001022,9,490.1055552576685,1177.9539965186484,0.0,501.7640037702798,1177.9539965186484,0.0
00001022,10,595.031588615174,1177.9539965186484,69.99721831235644,548.3977963736156,1177.9539965186484,40.03655317389758
00001023,1,1038.052618708641,1177.9539965186484,140.37435672924704,1002.8501123178911,1177.9539965186484,117.65136427978113
00001023,2,676.6407256710116,1177.9539965186484,179.25588380461622,630.006933067676,1177.9539965186484,91.47486638516543
00001023,3,804.8836553301849,1166.1001890502716,109.04189070736692,746.5914145760153,1166.1001890502716,112.27567710448947
00001023,4,676.6407256710116,1154.2463823054504,168.22458765362865,664.9822775201776,1166.1001890502716,79.01966350709907
00001023,5,198.64435184859735,1166.1001890502716,19.97954249905888,256.93659260276706,1154.2463823054504,43.70182395770933
00001023,6,1012.0006970262625,1177.9539965186484,64.17370076323272,964.5854682380892,1177.9539965186484,0.0
00001023,7,653.3238293693438,1154.2463823054504,136.929644616796,618.3484849168419,1166.1001890502716,174.08665977721174
00001023,8,548.3977963736156,1177.9539965186484,68.07165637645969,525.0809000719476,1177.9539965186484,116.88621954879196
00001023,9,1014.7357224069732,1177.9539965186484,116.17750578913133,909.8096886876905,1177.9539965186484,51.261257595604974
00001023,10,571.7146919517289,1177.9539965186484,115.88787541643616,536.7393482227816,1177.9539965186484,115.94258050936135
00001024,1,1177.9539965186484,1177.9539965186484,165.5184570463743,490.1055552576685,1177.9539965186484,79.8290638631211
00001024,2,420.1548663526649,1166.1001890502716,71.7854206588596,385.1795219001631,1166.1001890502716,59.25690420310697
00001024,3,431.81331450349893,1177.9539965186484,70.32964476922325,478.44710710683466,1177.9539965186484,15.800104041262674
00001024,4,851.5174479335209,1177.9539965186484,1.569775775630251,898.1512405368564,1154.2463823054504,51.133096714154576
00001024,5,630.006933067676,1154.2463823054504,37.632312907159836,630.006933067676,1177.9539965186484,21.05940304310574
00001024,6,1177.9539965186484,1177.9539965186484,58.556513246773356,1177.9539965186484,1177.9539965186484,88.67467149066755
00001024,7,443.4717626543328,1118.684960262099,48.16924202159459,466.7886589560007,1130.5387680922524,58.72464011661624
00001024,8,676.6407256710116,1177.9539965186484,78.19522796018492,699.9576219726795,1166.1001890502716,99.6161405756229
00001024,9,606.690036766008,1177.9539965186484,137.22437516626735,595.031588615174,1177.9539965186484,175.78313415966323
00001024,10,163.6690077578728,1130.5387680922524,71.14275887495518,221.96124815026528,1167.5315321407459,56.12724594800439
00001025,1,1177.9539965186484,1177.9539965186484,255.50268761620782,1177.9539965186484,1177.9539965186484,200.94269557342068
00001025,2,466.7886589560007,1177.9539965186484,104.84796365636947,455.1302108051667,1177.9539965186484,111.46689393601154
00001025,3,420.1548663526649,1177.9539965186484,83.53939715857652,408.496418201831,1177.9539965186484,59.97939187896573
00001025,4,571.7146919517289,1177.9539965186484,98.56360639461195,571.7146919517289,1177.9539965186484,119.90611326596208
00001025,5,688.2991738218456,1177.9539965186484,83.51735806782423,652.9749740911918,1177.9539965186484,151.9603749640561
00001025,6,1177.9539965186484,1177.9539965186484,249.54426746778503,1177.9539965186484,1177.9539965186484,226.94170714509386
