dataset,subject_id,canonical_finger_position,plain_self_status,plain_self_raw_score,roll_self_status,roll_self_raw_score,base_plain_roll_pair_id
sd300c,00001006,1,ok,707.5032500021441,ok,1177.9539965186484,sd300c_plain_roll_00001006_01
sd300c,00001006,2,ok,420.1548663526649,ok,1177.9539965186484,sd300c_plain_roll_00001006_02
sd300c,00001006,3,ok,338.5457296586046,ok,1177.9539965186484,sd300c_plain_roll_00001006_03
sd300c,00001006,4,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001006_04
sd300c,00001006,5,ok,315.2288333569368,ok,1154.2463823054504,sd300c_plain_roll_00001006_05
sd300c,00001006,6,ok,792.6589493365539,ok,1177.9539965186484,sd300c_plain_roll_00001006_06
sd300c,00001006,7,ok,466.7886589560007,ok,1177.9539965186484,sd300c_plain_roll_00001006_07
sd300c,00001006,8,ok,408.496418201831,ok,1177.9539965186484,sd300c_plain_roll_00001006_08
sd300c,00001006,9,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001006_09
sd300c,00001006,10,ok,163.6690077578728,ok,1154.2463823054504,sd300c_plain_roll_00001006_10
sd300c,00001007,1,ok,816.5421034810189,ok,1154.2463823054504,sd300c_plain_roll_00001007_01
sd300c,00001007,2,ok,396.8379700509971,ok,1177.9539965186484,sd300c_plain_roll_00001007_02
sd300c,00001007,3,ok,396.8379700509971,ok,1177.9539965186484,sd300c_plain_roll_00001007_03
sd300c,00001007,4,ok,396.8379700509971,ok,1177.9539965186484,sd300c_plain_roll_00001007_04
sd300c,00001007,5,ok,443.4717626543328,ok,1177.9539965186484,sd300c_plain_roll_00001007_05
sd300c,00001007,6,ok,863.1758960843549,ok,1154.2463823054504,sd300c_plain_roll_00001007_06
sd300c,00001007,7,ok,664.9822775201776,ok,1118.684960262099,sd300c_plain_roll_00001007_07
sd300c,00001007,8,ok,490.1055552576685,ok,1177.9539965186484,sd300c_plain_roll_00001007_08
sd300c,00001007,9,ok,431.81331450349893,ok,1177.9539965186484,sd300c_plain_roll_00001007_09
sd300c,00001007,10,ok,210.3027999994313,ok,1154.2463823054504,sd300c_plain_roll_00001007_10
sd300c,00001008,1,ok,956.2052386620444,ok,1177.9539965186484,sd300c_plain_roll_00001008_01
sd300c,00001008,2,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001008_02
sd300c,00001008,3,ok,630.006933067676,ok,1177.9539965186484,sd300c_plain_roll_00001008_03
sd300c,00001008,4,ok,536.7393482227816,ok,1166.1001890502716,sd300c_plain_roll_00001008_04
sd300c,00001008,5,ok,525.0809000719476,ok,1038.052618708641,sd300c_plain_roll_00001008_05
sd300c,00001008,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001008_06
sd300c,00001008,7,ok,536.7393482227816,ok,1177.9539965186484,sd300c_plain_roll_00001008_07
sd300c,00001008,8,ok,315.2288333569368,ok,1177.9539965186484,sd300c_plain_roll_00001008_08
sd300c,00001008,9,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001008_09
sd300c,00001008,10,ok,268.59504075360104,ok,1177.9539965186484,sd300c_plain_roll_00001008_10
sd300c,00001009,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001009_01
sd300c,00001009,2,ok,653.3238293693438,ok,1166.1001890502716,sd300c_plain_roll_00001009_02
sd300c,00001009,3,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001009_03
sd300c,00001009,4,ok,595.031588615174,ok,1177.9539965186484,sd300c_plain_roll_00001009_04
sd300c,00001009,5,ok,268.59504075360104,ok,1177.9539965186484,sd300c_plain_roll_00001009_05
sd300c,00001009,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001009_06
sd300c,00001009,7,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001009_07
sd300c,00001009,8,ok,630.006933067676,ok,1177.9539965186484,sd300c_plain_roll_00001009_08
sd300c,00001009,9,ok,1084.6864113119768,ok,1166.1001890502716,sd300c_plain_roll_00001009_09
sd300c,00001009,10,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001009_10
sd300c,00001010,1,ok,1106.8311538790545,ok,1177.9539965186484,sd300c_plain_roll_00001010_01
sd300c,00001010,2,ok,921.4681368385244,ok,1166.1001890502716,sd300c_plain_roll_00001010_02
sd300c,00001010,3,ok,734.9329664251815,ok,1177.9539965186484,sd300c_plain_roll_00001010_03
sd300c,00001010,4,ok,886.4927923860226,ok,1177.9539965186484,sd300c_plain_roll_00001010_04
sd300c,00001010,5,ok,455.1302108051667,ok,1177.9539965186484,sd300c_plain_roll_00001010_05
sd300c,00001010,6,ok,1038.052618708641,ok,1177.9539965186484,sd300c_plain_roll_00001010_06
sd300c,00001010,7,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001010_07
sd300c,00001010,8,ok,548.3977963736156,ok,1177.9539965186484,sd300c_plain_roll_00001010_08
sd300c,00001010,9,ok,536.7393482227816,ok,1142.392574837074,sd300c_plain_roll_00001010_09
sd300c,00001010,10,ok,256.93659260276706,ok,1177.9539965186484,sd300c_plain_roll_00001010_10
sd300c,00001011,1,ok,1127.121131255531,ok,1177.9539965186484,sd300c_plain_roll_00001011_01
sd300c,00001011,2,ok,536.7393482227816,ok,1177.9539965186484,sd300c_plain_roll_00001011_02
sd300c,00001011,3,ok,1073.027963161143,ok,1177.9539965186484,sd300c_plain_roll_00001011_03
sd300c,00001011,4,ok,781.5667590285171,ok,1177.9539965186484,sd300c_plain_roll_00001011_04
sd300c,00001011,5,ok,291.9119366934916,ok,1084.6864113119768,sd300c_plain_roll_00001011_05
sd300c,00001011,6,ok,1154.2463823054504,ok,1177.9539965186484,sd300c_plain_roll_00001011_06
sd300c,00001011,7,ok,560.0562438008951,ok,1177.9539965186484,sd300c_plain_roll_00001011_07
sd300c,00001011,8,ok,513.4224519211136,ok,1166.1001890502716,sd300c_plain_roll_00001011_08
sd300c,00001011,9,ok,851.5174479335209,ok,1177.9539965186484,sd300c_plain_roll_00001011_09
sd300c,00001011,10,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001011_10
sd300c,00001012,1,ok,490.1055552576685,ok,1177.9539965186484,sd300c_plain_roll_00001012_01
sd300c,00001012,2,ok,560.0562438008951,ok,1177.9539965186484,sd300c_plain_roll_00001012_02
sd300c,00001012,3,ok,513.4224519211136,ok,1177.9539965186484,sd300c_plain_roll_00001012_03
sd300c,00001012,4,ok,501.7640037702798,ok,1177.9539965186484,sd300c_plain_roll_00001012_04
sd300c,00001012,5,ok,443.4717626543328,ok,1177.9539965186484,sd300c_plain_roll_00001012_05
sd300c,00001012,6,ok,543.8394207390979,ok,1177.9539965186484,sd300c_plain_roll_00001012_06
sd300c,00001012,7,ok,408.496418201831,ok,1177.9539965186484,sd300c_plain_roll_00001012_07
sd300c,00001012,8,ok,373.5210741111065,ok,1166.1001890502716,sd300c_plain_roll_00001012_08
sd300c,00001012,9,ok,396.8379700509971,ok,1177.9539965186484,sd300c_plain_roll_00001012_09
sd300c,00001012,10,ok,221.96124815026528,ok,1177.9539965186484,sd300c_plain_roll_00001012_10
sd300c,00001013,1,ok,921.4681368385244,ok,1177.9539965186484,sd300c_plain_roll_00001013_01
sd300c,00001013,2,ok,525.0809000719476,ok,1177.9539965186484,sd300c_plain_roll_00001013_02
sd300c,00001013,3,ok,711.6160701235136,ok,1177.9539965186484,sd300c_plain_roll_00001013_03
sd300c,00001013,4,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001013_04
sd300c,00001013,5,ok,921.4681368385244,ok,1166.1001890502716,sd300c_plain_roll_00001013_05
sd300c,00001013,6,ok,1166.295548006037,ok,1177.9539965186484,sd300c_plain_roll_00001013_06
sd300c,00001013,7,ok,291.9119366934916,ok,1177.9539965186484,sd300c_plain_roll_00001013_07
sd300c,00001013,8,ok,758.2498627268492,ok,1177.9539965186484,sd300c_plain_roll_00001013_08
sd300c,00001013,9,ok,583.37314046434,ok,1177.9539965186484,sd300c_plain_roll_00001013_09
sd300c,00001013,10,ok,373.5210741111065,ok,1177.9539965186484,sd300c_plain_roll_00001013_10
sd300c,00001014,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001014_01
sd300c,00001014,2,ok,664.9822775201776,ok,1154.2463823054504,sd300c_plain_roll_00001014_02
sd300c,00001014,3,ok,583.37314046434,ok,1166.1001890502716,sd300c_plain_roll_00001014_03
sd300c,00001014,4,ok,676.6407256710116,ok,1177.9539965186484,sd300c_plain_roll_00001014_04
sd300c,00001014,5,ok,676.6407256710116,ok,1119.6617550409242,sd300c_plain_roll_00001014_05
sd300c,00001014,6,ok,1177.9539965186484,ok,1166.1001890502716,sd300c_plain_roll_00001014_06
sd300c,00001014,7,ok,571.7146919517289,ok,1154.2463823054504,sd300c_plain_roll_00001014_07
sd300c,00001014,8,ok,711.6160701235136,ok,1177.9539965186484,sd300c_plain_roll_00001014_08
sd300c,00001014,9,ok,618.3484849168419,ok,1142.392574837074,sd300c_plain_roll_00001014_09
sd300c,00001014,10,ok,513.4224519211136,ok,1119.6977423693552,sd300c_plain_roll_00001014_10
sd300c,00001015,1,ok,1154.6371002169808,ok,1177.9539965186484,sd300c_plain_roll_00001015_01
sd300c,00001015,2,ok,898.1512405368564,ok,1154.2463823054504,sd300c_plain_roll_00001015_02
sd300c,00001015,3,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001015_03
sd300c,00001015,4,ok,443.4717626543328,ok,1166.1001890502716,sd300c_plain_roll_00001015_04
sd300c,00001015,5,ok,280.253488904435,ok,1177.9539965186484,sd300c_plain_roll_00001015_05
sd300c,00001015,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001015_06
sd300c,00001015,7,ok,769.9083108776832,ok,1177.9539965186484,sd300c_plain_roll_00001015_07
sd300c,00001015,8,ok,408.496418201831,ok,1177.9539965186484,sd300c_plain_roll_00001015_08
sd300c,00001015,9,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001015_09
sd300c,00001015,10,ok,420.1548663526649,ok,1177.9539965186484,sd300c_plain_roll_00001015_10
sd300c,00001016,1,ok,979.7603775926941,ok,1177.9539965186484,sd300c_plain_roll_00001016_01
sd300c,00001016,2,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001016_02
sd300c,00001016,3,ok,583.37314046434,ok,1177.9539965186484,sd300c_plain_roll_00001016_03
sd300c,00001016,4,ok,560.0562438008951,ok,1177.9539965186484,sd300c_plain_roll_00001016_04
sd300c,00001016,5,ok,478.44710710683466,ok,1166.1001890502716,sd300c_plain_roll_00001016_05
sd300c,00001016,6,ok,1142.7793058311395,ok,1177.9539965186484,sd300c_plain_roll_00001016_06
sd300c,00001016,7,ok,420.1548663526649,ok,1177.9539965186484,sd300c_plain_roll_00001016_07
sd300c,00001016,8,ok,711.6160701235136,ok,1177.9539965186484,sd300c_plain_roll_00001016_08
sd300c,00001016,9,ok,385.1795219001631,ok,1177.9539965186484,sd300c_plain_roll_00001016_09
sd300c,00001016,10,ok,501.7640037702798,ok,1177.9539965186484,sd300c_plain_roll_00001016_10
sd300c,00001017,1,ok,1014.7357224069732,ok,1177.9539965186484,sd300c_plain_roll_00001017_01
sd300c,00001017,2,ok,921.4681368385244,ok,1177.9539965186484,sd300c_plain_roll_00001017_02
sd300c,00001017,3,ok,839.8589997826866,ok,1177.9539965186484,sd300c_plain_roll_00001017_03
sd300c,00001017,4,ok,653.3238293693438,ok,1177.9539965186484,sd300c_plain_roll_00001017_04
sd300c,00001017,5,ok,478.44710710683466,ok,1177.9539965186484,sd300c_plain_roll_00001017_05
sd300c,00001017,6,ok,1061.369515010309,ok,1177.9539965186484,sd300c_plain_roll_00001017_06
sd300c,00001017,7,ok,548.3977963736156,ok,1177.9539965186484,sd300c_plain_roll_00001017_07
sd300c,00001017,8,ok,513.4224519211136,ok,1177.9539965186484,sd300c_plain_roll_00001017_08
sd300c,00001017,9,ok,839.8589997826866,ok,1166.1001890502716,sd300c_plain_roll_00001017_09
sd300c,00001017,10,ok,641.6653812185099,ok,1177.9539965186484,sd300c_plain_roll_00001017_10
sd300c,00001018,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001018_01
sd300c,00001018,2,ok,757.9493104872106,ok,1166.1001890502716,sd300c_plain_roll_00001018_02
sd300c,00001018,3,ok,420.1548663526649,ok,1177.9539965186484,sd300c_plain_roll_00001018_03
sd300c,00001018,4,ok,466.7886589560007,ok,1177.9539965186484,sd300c_plain_roll_00001018_04
sd300c,00001018,5,ok,431.81331450349893,ok,1166.1001890502716,sd300c_plain_roll_00001018_05
sd300c,00001018,6,ok,1177.9539965186484,ok,1166.1001890502716,sd300c_plain_roll_00001018_06
sd300c,00001018,7,ok,664.9822775201776,ok,1177.9539965186484,sd300c_plain_roll_00001018_07
sd300c,00001018,8,ok,501.7640037702798,ok,1177.9539965186484,sd300c_plain_roll_00001018_08
sd300c,00001018,9,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001018_09
sd300c,00001018,10,ok,652.9749740911918,ok,1166.1001890502716,sd300c_plain_roll_00001018_10
sd300c,00001019,1,ok,128.69366294359375,ok,1130.5387680922524,sd300c_plain_roll_00001019_01
sd300c,00001019,2,ok,210.3027999994313,ok,1154.2463823054504,sd300c_plain_roll_00001019_02
sd300c,00001019,3,ok,361.8626259602725,ok,929.6671034810189,sd300c_plain_roll_00001019_03
sd300c,00001019,4,ok,54.38764445112881,ok,1177.9539965186484,sd300c_plain_roll_00001019_04
sd300c,00001019,6,ok,175.32745590870678,ok,839.8589997826866,sd300c_plain_roll_00001019_06
sd300c,00001019,8,ok,560.0562438008951,ok,233.61969630109917,sd300c_plain_roll_00001019_08
sd300c,00001019,9,ok,501.7640037702798,ok,1131.1188029299876,sd300c_plain_roll_00001019_09
sd300c,00001020,1,ok,917.1702398116934,ok,1177.9539965186484,sd300c_plain_roll_00001020_01
sd300c,00001020,2,ok,699.9576219726795,ok,1177.9539965186484,sd300c_plain_roll_00001020_02
sd300c,00001020,3,ok,676.6407256710116,ok,1177.9539965186484,sd300c_plain_roll_00001020_03
sd300c,00001020,4,ok,618.3484849168419,ok,1166.1001890502716,sd300c_plain_roll_00001020_04
sd300c,00001020,5,ok,338.5457296586046,ok,991.4188257435281,sd300c_plain_roll_00001020_05
sd300c,00001020,6,ok,778.9962464526612,ok,1177.9539965186484,sd300c_plain_roll_00001020_06
sd300c,00001020,7,ok,758.2498627268492,ok,1166.1001890502716,sd300c_plain_roll_00001020_07
sd300c,00001020,8,ok,839.5876678996798,ok,1177.9539965186484,sd300c_plain_roll_00001020_08
sd300c,00001020,9,ok,781.5667590285171,ok,1166.1001890502716,sd300c_plain_roll_00001020_09
sd300c,00001020,10,ok,280.253488904435,ok,1177.9539965186484,sd300c_plain_roll_00001020_10
sd300c,00001021,1,ok,766.2453304570885,ok,1166.1001890502716,sd300c_plain_roll_00001021_01
sd300c,00001021,2,ok,723.2745182743473,ok,1177.9539965186484,sd300c_plain_roll_00001021_02
sd300c,00001021,3,ok,769.9083108776832,ok,1177.9539965186484,sd300c_plain_roll_00001021_03
sd300c,00001021,4,ok,839.8589997826866,ok,1154.2463823054504,sd300c_plain_roll_00001021_04
sd300c,00001021,6,ok,637.874834315606,ok,1177.9539965186484,sd300c_plain_roll_00001021_06
sd300c,00001021,7,ok,280.253488904435,ok,1166.1001890502716,sd300c_plain_roll_00001021_07
sd300c,00001021,8,ok,839.8589997826866,ok,1177.9539965186484,sd300c_plain_roll_00001021_08
sd300c,00001021,9,ok,769.9083108776832,ok,1177.9539965186484,sd300c_plain_roll_00001021_09
sd300c,00001021,10,ok,723.2745182743473,ok,1177.9539965186484,sd300c_plain_roll_00001021_10
sd300c,00001022,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001022_01
sd300c,00001022,2,ok,536.7393482227816,ok,1177.9539965186484,sd300c_plain_roll_00001022_02
sd300c,00001022,3,ok,1014.7357224069732,ok,1177.9539965186484,sd300c_plain_roll_00001022_03
sd300c,00001022,4,ok,198.64435184859735,ok,1177.9539965186484,sd300c_plain_roll_00001022_04
sd300c,00001022,5,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001022_05
sd300c,00001022,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001022_06
sd300c,00001022,7,ok,525.0809000719476,ok,1154.2463823054504,sd300c_plain_roll_00001022_07
sd300c,00001022,8,ok,699.9576219726795,ok,1177.9539965186484,sd300c_plain_roll_00001022_08
sd300c,00001022,9,ok,501.7640037702798,ok,1177.9539965186484,sd300c_plain_roll_00001022_09
sd300c,00001022,10,ok,548.3977963736156,ok,1177.9539965186484,sd300c_plain_roll_00001022_10
sd300c,00001023,1,ok,1002.8501123178911,ok,1177.9539965186484,sd300c_plain_roll_00001023_01
sd300c,00001023,2,ok,630.006933067676,ok,1177.9539965186484,sd300c_plain_roll_00001023_02
sd300c,00001023,3,ok,746.5914145760153,ok,1166.1001890502716,sd300c_plain_roll_00001023_03
sd300c,00001023,4,ok,664.9822775201776,ok,1166.1001890502716,sd300c_plain_roll_00001023_04
sd300c,00001023,5,ok,256.93659260276706,ok,1154.2463823054504,sd300c_plain_roll_00001023_05
sd300c,00001023,6,ok,964.5854682380892,ok,1177.9539965186484,sd300c_plain_roll_00001023_06
sd300c,00001023,7,ok,618.3484849168419,ok,1166.1001890502716,sd300c_plain_roll_00001023_07
sd300c,00001023,8,ok,525.0809000719476,ok,1177.9539965186484,sd300c_plain_roll_00001023_08
sd300c,00001023,9,ok,909.8096886876905,ok,1177.9539965186484,sd300c_plain_roll_00001023_09
sd300c,00001023,10,ok,536.7393482227816,ok,1177.9539965186484,sd300c_plain_roll_00001023_10
sd300c,00001024,1,ok,490.1055552576685,ok,1177.9539965186484,sd300c_plain_roll_00001024_01
sd300c,00001024,2,ok,385.1795219001631,ok,1166.1001890502716,sd300c_plain_roll_00001024_02
sd300c,00001024,3,ok,478.44710710683466,ok,1177.9539965186484,sd300c_plain_roll_00001024_03
sd300c,00001024,4,ok,898.1512405368564,ok,1154.2463823054504,sd300c_plain_roll_00001024_04
sd300c,00001024,5,ok,630.006933067676,ok,1177.9539965186484,sd300c_plain_roll_00001024_05
sd300c,00001024,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001024_06
sd300c,00001024,7,ok,466.7886589560007,ok,1130.5387680922524,sd300c_plain_roll_00001024_07
sd300c,00001024,8,ok,699.9576219726795,ok,1166.1001890502716,sd300c_plain_roll_00001024_08
sd300c,00001024,9,ok,595.031588615174,ok,1177.9539965186484,sd300c_plain_roll_00001024_09
sd300c,00001024,10,ok,221.96124815026528,ok,1167.5315321407459,sd300c_plain_roll_00001024_10
sd300c,00001025,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001025_01
sd300c,00001025,2,ok,455.1302108051667,ok,1177.9539965186484,sd300c_plain_roll_00001025_02
sd300c,00001025,3,ok,408.496418201831,ok,1177.9539965186484,sd300c_plain_roll_00001025_03
sd300c,00001025,4,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001025_04
sd300c,00001025,5,ok,652.9749740911918,ok,1177.9539965186484,sd300c_plain_roll_00001025_05
sd300c,00001025,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001025_06
sd300c,00001025,7,ok,466.7886589560007,ok,1177.9539965186484,sd300c_plain_roll_00001025_07
sd300c,00001025,8,ok,676.6407256710116,ok,1177.9539965186484,sd300c_plain_roll_00001025_08
sd300c,00001025,9,ok,758.2498627268492,ok,1177.9539965186484,sd300c_plain_roll_00001025_09
sd300c,00001025,10,ok,478.44710710683466,ok,1177.9539965186484,sd300c_plain_roll_00001025_10
sd300c,00001026,1,ok,571.7146919517289,ok,1177.9539965186484,sd300c_plain_roll_00001026_01
sd300c,00001026,2,ok,245.27814445193312,ok,1177.9539965186484,sd300c_plain_roll_00001026_02
sd300c,00001026,3,ok,245.27814445193312,ok,1177.9539965186484,sd300c_plain_roll_00001026_03
sd300c,00001026,4,ok,431.81331450349893,ok,1154.2463823054504,sd300c_plain_roll_00001026_04
sd300c,00001026,5,ok,536.7393482227816,ok,1177.9539965186484,sd300c_plain_roll_00001026_05
sd300c,00001026,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001026_06
sd300c,00001026,7,ok,455.1302108051667,ok,1154.2463823054504,sd300c_plain_roll_00001026_07
sd300c,00001026,8,ok,268.59504075360104,ok,1142.392574837074,sd300c_plain_roll_00001026_08
sd300c,00001026,9,ok,664.9822775201776,ok,1177.9539965186484,sd300c_plain_roll_00001026_09
sd300c,00001026,10,ok,525.0809000719476,ok,917.1702398116934,sd300c_plain_roll_00001026_10
sd300c,00001027,1,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001027_01
sd300c,00001027,2,ok,490.1055552576685,ok,1177.9539965186484,sd300c_plain_roll_00001027_02
sd300c,00001027,3,ok,338.5457296586046,ok,1177.9539965186484,sd300c_plain_roll_00001027_03
sd300c,00001027,4,ok,560.0562438008951,ok,1177.9539965186484,sd300c_plain_roll_00001027_04
sd300c,00001027,5,ok,664.9822775201776,ok,1177.9539965186484,sd300c_plain_roll_00001027_05
sd300c,00001027,6,ok,1177.9539965186484,ok,1177.9539965186484,sd300c_plain_roll_00001027_06
sd300c,00001027,7,ok,490.1055552576685,ok,1177.9539965186484,sd300c_plain_roll_00001027_07
sd300c,00001027,8,ok,408.496418201831,ok,1166.1001890502716,sd300c_plain_roll_00001027_08
sd300c,00001027,9,ok,618.3484849168419,ok,1177.9539965186484,sd300c_plain_roll_00001027_09
sd300c,00001027,10,ok,501.7640037702798,ok,1177.9539965186484,sd300c_plain_roll_00001027_10
