accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b,score_schema_version,method,method_version,frozen_config_hash,implementation_hash,score_producing_implementation_hash,accuracy_runner_sha256,score_direction,raw_score,status,error_code,error_message,prepare_a_diagnostics_json,prepare_b_diagnostics_json,compare_diagnostics_json,representation_cache_scope_id,prepared_image_key_a,prepared_image_key_b,representation_format_a,representation_format_b,representation_version_a,representation_version_b,score_origin,source_primary_pair_id,source_primary_bundle,source_primary_config_hash,source_primary_implementation_hash,source_primary_sidecar_jar_sha256
shared_gen_00001058_08,genuine,sd300c,development,8,00001058,00001058,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001058_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001058_roll_2000_08.png,sd300c_plain_roll_00001058_08,sd300c_plain_roll_00001058_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,158.5793918135633,ok,,,{},{},{},not_applicable_reused_validated_primary,86a9dc5e820a49e1dc4bd19c162287ab120841fb59b045436fcbe93ea9e5a822,e99244a03e5e5557938f1e6735832823577baf4b27c33cfd6868262b87942115,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001058_08,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001058_09,genuine,sd300c,development,9,00001058,00001058,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001058_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001058_roll_2000_09.png,sd300c_plain_roll_00001058_09,sd300c_plain_roll_00001058_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,125.23442528894705,ok,,,{},{},{},not_applicable_reused_validated_primary,a1e6af6f6b907e681fb5ad60e57773b6630cec43cbc7b2726e3db7a755400c29,6e274c083816579084ccc90bfc6145ca913f1f35ca5a2a077bbfd6115b6af560,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001058_09,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001058_10,genuine,sd300c,development,10,00001058,00001058,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001058_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001058_roll_2000_10.png,sd300c_plain_roll_00001058_10,sd300c_plain_roll_00001058_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,17.69932818544619,ok,,,{},{},{},not_applicable_reused_validated_primary,ab8de06cd3920446b61a7db7e733bc9d9799f690b2ab576faf29c36e8772ed16,baf5ce60421636457002e548df0114612be0087a33cddb06134825ae1413c89b,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001058_10,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_01,genuine,sd300c,development,1,00001061,00001061,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_01.png,sd300c_plain_roll_00001061_01,sd300c_plain_roll_00001061_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,95.09495211574574,ok,,,{},{},{},not_applicable_reused_validated_primary,603a79982a2cad3a2991d49318540182905d3ecb6615de2343fa6ca5b41bdc25,5e8e8fc39584baa71f823e44dc7846618baf9cf7ee7aeca0919cc3a84c280ce9,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_01,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_02,genuine,sd300c,development,2,00001061,00001061,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_02.png,sd300c_plain_roll_00001061_02,sd300c_plain_roll_00001061_02,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,60.10026266094485,ok,,,{},{},{},not_applicable_reused_validated_primary,b18409bc2ef6aac06a8807e0a5d4e53964fc4f6de03a6f65c5c839bdfae71e53,6d251daf257340e02d1666e229371187eb4869ed8c13cdb45c6562a00285f9e8,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_02,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_03,genuine,sd300c,development,3,00001061,00001061,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_03.png,sd300c_plain_roll_00001061_03,sd300c_plain_roll_00001061_03,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,143.8020993463396,ok,,,{},{},{},not_applicable_reused_validated_primary,6c7de73356e4d9be85ba0f28cbf83a91ecfbd4b69cbe06eab554a24fdfa66bcf,30e351e8b08fccbd683baca1849b34653ece6678708679c260682d52e17831c3,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_03,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_04,genuine,sd300c,development,4,00001061,00001061,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_04.png,sd300c_plain_roll_00001061_04,sd300c_plain_roll_00001061_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,28.37948624277135,ok,,,{},{},{},not_applicable_reused_validated_primary,86825c40f036c6b051cd78b5921f80a36a487f25ece921b460cf4ff6bf0568eb,b9d0222b1f0314c9e1e57807e1322724545a360bd5ae24bec47524d61e364cd0,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_04,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_05,genuine,sd300c,development,5,00001061,00001061,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_05.png,sd300c_plain_roll_00001061_05,sd300c_plain_roll_00001061_05,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,78.30225785667777,ok,,,{},{},{},not_applicable_reused_validated_primary,de21b295cd17e010255d7c7d873c9ddd4228138628b5dd5cee9e2655974619b6,ac39f51cab4e7ad1baf621e65ba4aad7257526c03a085541065badd5cc647d93,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_05,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_06,genuine,sd300c,development,6,00001061,00001061,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_06.png,sd300c_plain_roll_00001061_06,sd300c_plain_roll_00001061_06,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,12.921528200484971,ok,,,{},{},{},not_applicable_reused_validated_primary,f335986c9604cdc363ff423fba747dc02df8437582962c3341de832a301bfe79,011f0d7878a86d48a762257b9f7818758506fdf23afbd24b2130753af7f44925,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_06,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_07,genuine,sd300c,development,7,00001061,00001061,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_07.png,sd300c_plain_roll_00001061_07,sd300c_plain_roll_00001061_07,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,0.4735548382921089,ok,,,{},{},{},not_applicable_reused_validated_primary,15eff135cf63e905c63bccf2ac8563dc420677be9aae47447aeb7504505bb66f,c40ae7c42de908f5b4e9c2e311397836a9c0e6095304f91ecc22c0358a0d7df6,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_07,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_08,genuine,sd300c,development,8,00001061,00001061,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_08.png,sd300c_plain_roll_00001061_08,sd300c_plain_roll_00001061_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,64.75858238700174,ok,,,{},{},{},not_applicable_reused_validated_primary,c3419e6c9080c4468b8b95655de0b13090ee2f601e01a42ae5f569f37af36637,30d2bb7f36dda3dd267905fbe0872710157d7a0deebd7af635d20b861d16ce2a,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_08,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_09,genuine,sd300c,development,9,00001061,00001061,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_09.png,sd300c_plain_roll_00001061_09,sd300c_plain_roll_00001061_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,79.17560228066326,ok,,,{},{},{},not_applicable_reused_validated_primary,577096ac4d17e6a65f45888d4fda6fa18d7af8b5e7f083b6627b0fa08923d01c,a32e0c1bcdf5c0eb3600589be78798817150d5a5061cbd476fba7929fed091d3,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_09,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001061_10,genuine,sd300c,development,10,00001061,00001061,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001061_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001061_roll_2000_10.png,sd300c_plain_roll_00001061_10,sd300c_plain_roll_00001061_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,0.0,ok,,,{},{},{},not_applicable_reused_validated_primary,1618e2b9df56e5ae7de2b60f4fbd321806a1a11eea3ff344c6120918496a069d,d36c6f99fd72c674f3fcb568f54c8fe000bfed7e536e2561a03d4631c1f537e0,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001061_10,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001069_01,genuine,sd300c,development,1,00001069,00001069,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001069_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001069_roll_2000_01.png,sd300c_plain_roll_00001069_01,sd300c_plain_roll_00001069_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,192.98109176018409,ok,,,{},{},{},not_applicable_reused_validated_primary,3bcd0f720651e769983caf60906c559d3a21ec9f4bbf539127a0a279b49059a9,8780ec68312e8676037cb3a3c961af79f579eba89d804b9f42280a1585ad1673,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001069_01,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001069_02,genuine,sd300c,development,2,00001069,00001069,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001069_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001069_roll_2000_02.png,sd300c_plain_roll_00001069_02,sd300c_plain_roll_00001069_02,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,35.21708546235086,ok,,,{},{},{},not_applicable_reused_validated_primary,46414ccd3ac058ac85774439d54fc8ae154cca93158bc3d6a60b8bb551352eb9,85dc452ddc5066b76ba44480482385349e6114dd3e354abfd30abc937261554b,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001069_02,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001069_03,genuine,sd300c,development,3,00001069,00001069,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001069_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001069_roll_2000_03.png,sd300c_plain_roll_00001069_03,sd300c_plain_roll_00001069_03,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,90.58361895663067,ok,,,{},{},{},not_applicable_reused_validated_primary,eadd7372e4d9a8c4a1c372ea034146ef8e2b000fb51f31de4b8f4c3432147dda,57bafc722a1097852c943440d5c3e3bba8e1bbe19f8ce23f0fe7217fa2483ef1,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001069_03,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
shared_gen_00001069_04,genuine,sd300c,development,4,00001069,00001069,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001069_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001069_roll_2000_04.png,sd300c_plain_roll_00001069_04,sd300c_plain_roll_00001069_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,189.72822964096264,ok,,,{},{},{},not_applicable_reused_validated_primary,bcc1a1c160b35aee8a124667802893281dcc9c7740f652156a333a354823b01c,16fa5ca8d210647fabaa88a1db95c29305ca68a5c5d651bf24ad0e4a8530d8fb,,,,,reused_validated_primary_plain_roll_after_100_pair_preflight,sd300c_plain_roll_00001069_04,C:\fingerprint-recognition-research\results\sd300c\plain_roll\sourceafis\pairwise-benchmark-v2\cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,b81b2953598f56b178bacf1ba3007602c6750fe9bf2f8b521fdd4fa9f0456c28,84df3b736a6e7de1c4493e126433a7ac6aa92c174c24446ecb220ddf71a2712e
