protocol,subject_id,canonical_finger_position,strata,sd300b_pair_id,sd300c_pair_id,sd300b_primary_raw_score,sd300c_primary_raw_score
plain_self,00001063,5,low_positive_both_resolutions,sd300b_plain_self_00001063_05,sd300c_plain_self_00001063_05,23.165117663467225,54.38764445112881
plain_self,00001063,8,low_positive_both_resolutions,sd300b_plain_self_00001063_08,sd300c_plain_self_00001063_08,69.50512088332607,69.50512088332607
plain_self,00001063,9,low_positive_both_resolutions,sd300b_plain_self_00001063_09,sd300c_plain_self_00001063_09,16.586865026205977,16.586865026205977
plain_self,00001063,10,self_zero_sd300c_only,sd300b_plain_self_00001063_10,sd300c_plain_self_00001063_10,16.586865026205977,0.0
plain_self,00001065,4,deterministic_positive_sample,sd300b_plain_self_00001065_04,sd300c_plain_self_00001065_04,501.7640037702798,525.0809000719476
plain_self,00001067,8,deterministic_positive_sample,sd300b_plain_self_00001067_08,sd300c_plain_self_00001067_08,431.81331450349893,431.2853173257555
plain_self,00001073,8,deterministic_positive_sample,sd300b_plain_self_00001073_08,sd300c_plain_self_00001073_08,991.4188257435281,933.1265849893582
plain_self,00001077,6,deterministic_positive_sample,sd300b_plain_self_00001077_06,sd300c_plain_self_00001077_06,1012.0006970262625,1012.0006970262625
plain_self,00001081,7,self_zero_both_resolutions,sd300b_plain_self_00001081_07,sd300c_plain_self_00001081_07,0.0,0.0
plain_self,00001082,2,deterministic_positive_sample,sd300b_plain_self_00001082_02,sd300c_plain_self_00001082_02,338.5457296586046,408.496418201831
plain_self,00001084,10,deterministic_positive_sample,sd300b_plain_self_00001084_10,sd300c_plain_self_00001084_10,501.7640037702798,513.4224519211136
plain_self,00001085,9,self_zero_sd300c_only,sd300b_plain_self_00001085_09,sd300c_plain_self_00001085_09,106.65812994866988,0.0
plain_self,00001085,10,low_positive_both_resolutions,sd300b_plain_self_00001085_10,sd300c_plain_self_00001085_10,41.88229363871244,41.88229363871244
plain_self,00001089,3,deterministic_positive_sample,sd300b_plain_self_00001089_03,sd300c_plain_self_00001089_03,291.9119366934916,280.253488904435
plain_self,00001096,7,self_zero_both_resolutions,sd300b_plain_self_00001096_07,sd300c_plain_self_00001096_07,0.0,0.0
plain_self,00001096,10,low_positive_both_resolutions,sd300b_plain_self_00001096_10,sd300c_plain_self_00001096_10,54.38764445112881,128.69366294359375
plain_self,00001099,10,low_positive_both_resolutions,sd300b_plain_self_00001099_10,sd300c_plain_self_00001099_10,163.6690077578728,54.38764445112881
plain_self,00001100,2,self_zero_sd300b_only,sd300b_plain_self_00001100_02,sd300c_plain_self_00001100_02,0.0,86.92861580798822
plain_self,00001103,9,deterministic_positive_sample,sd300b_plain_self_00001103_09,sd300c_plain_self_00001103_09,501.7640037702798,525.0809000719476
plain_self,00001111,2,self_zero_both_resolutions,sd300b_plain_self_00001111_02,sd300c_plain_self_00001111_02,0.0,0.0
plain_self,00001111,3,self_zero_both_resolutions,sd300b_plain_self_00001111_03,sd300c_plain_self_00001111_03,0.0,0.0
plain_self,00001111,4,self_zero_both_resolutions,sd300b_plain_self_00001111_04,sd300c_plain_self_00001111_04,0.0,0.0
plain_self,00001111,5,self_zero_both_resolutions,sd300b_plain_self_00001111_05,sd300c_plain_self_00001111_05,0.0,0.0
plain_self,00001111,6,self_zero_sd300c_only,sd300b_plain_self_00001111_06,sd300c_plain_self_00001111_06,16.586865026205977,0.0
plain_self,00001111,7,self_zero_both_resolutions,sd300b_plain_self_00001111_07,sd300c_plain_self_00001111_07,0.0,0.0
plain_self,00001111,8,self_zero_both_resolutions,sd300b_plain_self_00001111_08,sd300c_plain_self_00001111_08,0.0,0.0
plain_self,00001111,9,self_zero_both_resolutions,sd300b_plain_self_00001111_09,sd300c_plain_self_00001111_09,0.0,0.0
plain_self,00001111,10,self_zero_both_resolutions,sd300b_plain_self_00001111_10,sd300c_plain_self_00001111_10,0.0,0.0
plain_self,00001115,10,deterministic_positive_sample,sd300b_plain_self_00001115_10,sd300c_plain_self_00001115_10,315.2288333569368,315.2288333569368
plain_self,00001119,10,low_positive_both_resolutions,sd300b_plain_self_00001119_10,sd300c_plain_self_00001119_10,31.89454412241004,41.88229363871244
plain_self,00001123,10,deterministic_positive_sample,sd300b_plain_self_00001123_10,sd300c_plain_self_00001123_10,175.32745590870678,163.6690077578728
plain_self,00001124,4,deterministic_positive_sample,sd300b_plain_self_00001124_04,sd300c_plain_self_00001124_04,664.9822775201776,793.225207179351
plain_self,00001125,3,deterministic_positive_sample,sd300b_plain_self_00001125_03,sd300c_plain_self_00001125_03,769.9083108776832,758.2498627268492
plain_self,00001132,1,self_zero_both_resolutions,sd300b_plain_self_00001132_01,sd300c_plain_self_00001132_01,0.0,0.0
plain_self,00001132,3,self_zero_both_resolutions,sd300b_plain_self_00001132_03,sd300c_plain_self_00001132_03,0.0,0.0
plain_self,00001132,4,self_zero_both_resolutions,sd300b_plain_self_00001132_04,sd300c_plain_self_00001132_04,0.0,0.0
plain_self,00001132,5,self_zero_both_resolutions,sd300b_plain_self_00001132_05,sd300c_plain_self_00001132_05,0.0,0.0
plain_self,00001132,6,self_zero_both_resolutions,sd300b_plain_self_00001132_06,sd300c_plain_self_00001132_06,0.0,0.0
plain_self,00001132,7,self_zero_both_resolutions,sd300b_plain_self_00001132_07,sd300c_plain_self_00001132_07,0.0,0.0
plain_self,00001132,8,self_zero_both_resolutions,sd300b_plain_self_00001132_08,sd300c_plain_self_00001132_08,0.0,0.0
plain_self,00001132,9,self_zero_both_resolutions,sd300b_plain_self_00001132_09,sd300c_plain_self_00001132_09,0.0,0.0
plain_self,00001132,10,low_positive_both_resolutions,sd300b_plain_self_00001132_10,sd300c_plain_self_00001132_10,41.88229363871244,106.65812994866988
plain_self,00001134,2,self_zero_both_resolutions,sd300b_plain_self_00001134_02,sd300c_plain_self_00001134_02,0.0,0.0
plain_self,00001134,4,low_positive_both_resolutions,sd300b_plain_self_00001134_04,sd300c_plain_self_00001134_04,23.165117663467225,23.165117663467225
plain_self,00001134,5,self_zero_both_resolutions,sd300b_plain_self_00001134_05,sd300c_plain_self_00001134_05,0.0,0.0
plain_self,00001137,10,self_zero_both_resolutions,sd300b_plain_self_00001137_10,sd300c_plain_self_00001137_10,0.0,0.0
plain_self,00001141,6,self_zero_sd300c_only,sd300b_plain_self_00001141_06,sd300c_plain_self_00001141_06,1177.9539965186484,0.0
plain_self,00001153,7,deterministic_positive_sample,sd300b_plain_self_00001153_07,sd300c_plain_self_00001153_07,630.006933067676,571.7146919517289
plain_self,00001167,10,self_zero_sd300b_only,sd300b_plain_self_00001167_10,sd300c_plain_self_00001167_10,0.0,16.586865026205977
plain_self,00001175,10,low_positive_both_resolutions,sd300b_plain_self_00001175_10,sd300c_plain_self_00001175_10,31.89454412241004,69.50512088332607
plain_self,00001176,2,deterministic_positive_sample,sd300b_plain_self_00001176_02,sd300c_plain_self_00001176_02,408.496418201831,478.44710710683466
plain_self,00001179,5,low_positive_both_resolutions,sd300b_plain_self_00001179_05,sd300c_plain_self_00001179_05,31.89454412241004,106.65812994866988
plain_self,00001179,7,deterministic_positive_sample,sd300b_plain_self_00001179_07,sd300c_plain_self_00001179_07,816.5421034810189,793.225207179351
plain_self,00001179,10,self_zero_sd300b_only,sd300b_plain_self_00001179_10,sd300c_plain_self_00001179_10,0.0,16.586865026205977
plain_self,00001182,5,low_positive_both_resolutions,sd300b_plain_self_00001182_05,sd300c_plain_self_00001182_05,69.50512088332607,69.50512088332607
plain_self,00001183,5,low_positive_both_resolutions,sd300b_plain_self_00001183_05,sd300c_plain_self_00001183_05,41.88229363871244,54.38764445112881
plain_self,00001183,9,low_positive_both_resolutions,sd300b_plain_self_00001183_09,sd300c_plain_self_00001183_09,16.586865026205977,23.165117663467225
plain_self,00001183,10,self_zero_both_resolutions,sd300b_plain_self_00001183_10,sd300c_plain_self_00001183_10,0.0,0.0
plain_self,00001197,3,low_positive_both_resolutions,sd300b_plain_self_00001197_03,sd300c_plain_self_00001197_03,69.50512088332607,69.50512088332607
plain_self,00001197,7,low_positive_both_resolutions,sd300b_plain_self_00001197_07,sd300c_plain_self_00001197_07,41.88229363871244,69.50512088332607
plain_self,00001203,1,deterministic_positive_sample,sd300b_plain_self_00001203_01,sd300c_plain_self_00001203_01,765.671610632176,730.350472401063
plain_self,00001204,2,self_zero_both_resolutions,sd300b_plain_self_00001204_02,sd300c_plain_self_00001204_02,0.0,0.0
plain_self,00001204,7,low_positive_both_resolutions,sd300b_plain_self_00001204_07,sd300c_plain_self_00001204_07,16.586865026205977,23.165117663467225
plain_self,00001204,8,deterministic_positive_sample,sd300b_plain_self_00001204_08,sd300c_plain_self_00001204_08,69.50512088332607,291.9119366934916
plain_self,00001204,9,self_zero_sd300c_only,sd300b_plain_self_00001204_09,sd300c_plain_self_00001204_09,16.586865026205977,0.0
plain_self,00001204,10,self_zero_both_resolutions,sd300b_plain_self_00001204_10,sd300c_plain_self_00001204_10,0.0,0.0
plain_self,00001208,10,low_positive_both_resolutions,sd300b_plain_self_00001208_10,sd300c_plain_self_00001208_10,54.38764445112881,69.50512088332607
plain_self,00001209,6,deterministic_positive_sample,sd300b_plain_self_00001209_06,sd300c_plain_self_00001209_06,1177.9539965186484,1177.9539965186484
plain_self,00001217,7,self_zero_both_resolutions,sd300b_plain_self_00001217_07,sd300c_plain_self_00001217_07,0.0,0.0
plain_self,00001217,10,low_positive_both_resolutions,sd300b_plain_self_00001217_10,sd300c_plain_self_00001217_10,16.586865026205977,31.89454412241004
plain_self,00001232,4,low_positive_both_resolutions,sd300b_plain_self_00001232_04,sd300c_plain_self_00001232_04,23.165117663467225,69.50512088332607
plain_self,00001232,5,self_zero_both_resolutions,sd300b_plain_self_00001232_05,sd300c_plain_self_00001232_05,0.0,0.0
plain_self,00001238,9,self_zero_both_resolutions,sd300b_plain_self_00001238_09,sd300c_plain_self_00001238_09,0.0,0.0
plain_self,00001240,2,low_positive_both_resolutions,sd300b_plain_self_00001240_02,sd300c_plain_self_00001240_02,23.165117663467225,41.88229363871244
plain_self,00001240,7,low_positive_both_resolutions,sd300b_plain_self_00001240_07,sd300c_plain_self_00001240_07,41.88229363871244,152.01055924526162
plain_self,00001240,10,self_zero_sd300b_only,sd300b_plain_self_00001240_10,sd300c_plain_self_00001240_10,0.0,23.165117663467225
plain_self,00001247,9,deterministic_positive_sample,sd300b_plain_self_00001247_09,sd300c_plain_self_00001247_09,653.3238293693438,688.2991738218456
plain_self,00001255,7,self_zero_both_resolutions,sd300b_plain_self_00001255_07,sd300c_plain_self_00001255_07,0.0,0.0
plain_self,00001255,9,low_positive_both_resolutions,sd300b_plain_self_00001255_09,sd300c_plain_self_00001255_09,31.89454412241004,16.586865026205977
plain_self,00001255,10,self_zero_both_resolutions,sd300b_plain_self_00001255_10,sd300c_plain_self_00001255_10,0.0,0.0
plain_self,00001259,4,deterministic_positive_sample,sd300b_plain_self_00001259_04,sd300c_plain_self_00001259_04,431.81331450349893,373.5210741111065
plain_self,00001262,5,self_zero_both_resolutions,sd300b_plain_self_00001262_05,sd300c_plain_self_00001262_05,0.0,0.0
plain_self,00001265,5,self_zero_both_resolutions,sd300b_plain_self_00001265_05,sd300c_plain_self_00001265_05,0.0,0.0
plain_self,00001266,10,low_positive_both_resolutions,sd300b_plain_self_00001266_10,sd300c_plain_self_00001266_10,31.89454412241004,41.88229363871244
plain_self,00001274,10,low_positive_both_resolutions,sd300b_plain_self_00001274_10,sd300c_plain_self_00001274_10,23.165117663467225,233.61969630109917
plain_self,00001281,2,self_zero_both_resolutions,sd300b_plain_self_00001281_02,sd300c_plain_self_00001281_02,0.0,0.0
plain_self,00001281,3,self_zero_both_resolutions,sd300b_plain_self_00001281_03,sd300c_plain_self_00001281_03,0.0,0.0
plain_self,00001281,4,self_zero_both_resolutions,sd300b_plain_self_00001281_04,sd300c_plain_self_00001281_04,0.0,0.0
plain_self,00001281,5,self_zero_both_resolutions,sd300b_plain_self_00001281_05,sd300c_plain_self_00001281_05,0.0,0.0
plain_self,00001281,6,self_zero_both_resolutions,sd300b_plain_self_00001281_06,sd300c_plain_self_00001281_06,0.0,0.0
plain_self,00001281,7,self_zero_both_resolutions,sd300b_plain_self_00001281_07,sd300c_plain_self_00001281_07,0.0,0.0
plain_self,00001281,10,self_zero_both_resolutions,sd300b_plain_self_00001281_10,sd300c_plain_self_00001281_10,0.0,0.0
plain_self,00001284,10,low_positive_both_resolutions,sd300b_plain_self_00001284_10,sd300c_plain_self_00001284_10,31.89454412241004,23.165117663467225
plain_self,00001285,1,self_zero_both_resolutions,sd300b_plain_self_00001285_01,sd300c_plain_self_00001285_01,0.0,0.0
plain_self,00001285,2,self_zero_both_resolutions,sd300b_plain_self_00001285_02,sd300c_plain_self_00001285_02,0.0,0.0
plain_self,00001285,3,self_zero_both_resolutions,sd300b_plain_self_00001285_03,sd300c_plain_self_00001285_03,0.0,0.0
plain_self,00001285,4,low_positive_both_resolutions,sd300b_plain_self_00001285_04,sd300c_plain_self_00001285_04,16.586865026205977,16.586865026205977
plain_self,00001285,5,self_zero_both_resolutions,sd300b_plain_self_00001285_05,sd300c_plain_self_00001285_05,0.0,0.0
plain_self,00001285,7,self_zero_both_resolutions,sd300b_plain_self_00001285_07,sd300c_plain_self_00001285_07,0.0,0.0
plain_self,00001285,8,self_zero_both_resolutions,sd300b_plain_self_00001285_08,sd300c_plain_self_00001285_08,0.0,0.0
plain_self,00001285,9,self_zero_both_resolutions,sd300b_plain_self_00001285_09,sd300c_plain_self_00001285_09,0.0,0.0
plain_self,00001285,10,self_zero_sd300b_only,sd300b_plain_self_00001285_10,sd300c_plain_self_00001285_10,0.0,23.165117663467225
plain_self,00001289,10,low_positive_both_resolutions,sd300b_plain_self_00001289_10,sd300c_plain_self_00001289_10,23.165117663467225,23.165117663467225
plain_self,00001297,2,deterministic_positive_sample,sd300b_plain_self_00001297_02,sd300c_plain_self_00001297_02,548.3977963736156,606.690036766008
plain_self,00001303,10,self_zero_sd300b_only,sd300b_plain_self_00001303_10,sd300c_plain_self_00001303_10,0.0,31.89454412241004
plain_self,00001304,2,deterministic_positive_sample,sd300b_plain_self_00001304_02,sd300c_plain_self_00001304_02,303.57038520610286,280.253488904435
plain_self,00001305,6,deterministic_positive_sample,sd300b_plain_self_00001305_06,sd300c_plain_self_00001305_06,1177.9539965186484,1177.9539965186484
plain_self,00001309,2,self_zero_both_resolutions,sd300b_plain_self_00001309_02,sd300c_plain_self_00001309_02,0.0,0.0
plain_self,00001309,7,low_positive_both_resolutions,sd300b_plain_self_00001309_07,sd300c_plain_self_00001309_07,23.165117663467225,198.64435184859735
plain_self,00001309,10,self_zero_sd300c_only,sd300b_plain_self_00001309_10,sd300c_plain_self_00001309_10,16.586865026205977,0.0
plain_self,00001315,9,deterministic_positive_sample,sd300b_plain_self_00001315_09,sd300c_plain_self_00001315_09,816.5421034810189,816.5421034810189
plain_self,00001318,2,low_positive_both_resolutions,sd300b_plain_self_00001318_02,sd300c_plain_self_00001318_02,16.586865026205977,23.165117663467225
plain_self,00001318,5,self_zero_both_resolutions,sd300b_plain_self_00001318_05,sd300c_plain_self_00001318_05,0.0,0.0
plain_self,00001318,9,deterministic_positive_sample,sd300b_plain_self_00001318_09,sd300c_plain_self_00001318_09,816.5421034810189,886.4927923860226
plain_self,00001322,5,low_positive_both_resolutions,sd300b_plain_self_00001322_05,sd300c_plain_self_00001322_05,54.38764445112881,140.35211109442767
plain_self,00001322,6,self_zero_sd300c_only,sd300b_plain_self_00001322_06,sd300c_plain_self_00001322_06,816.2630192584975,0.0
plain_self,00001327,5,low_positive_both_resolutions,sd300b_plain_self_00001327_05,sd300c_plain_self_00001327_05,41.88229363871244,163.6690077578728
plain_self,00001330,9,deterministic_positive_sample,sd300b_plain_self_00001330_09,sd300c_plain_self_00001330_09,816.5421034810189,781.5667590285171
plain_self,00001342,10,low_positive_both_resolutions,sd300b_plain_self_00001342_10,sd300c_plain_self_00001342_10,54.38764445112881,106.65812994866988
plain_self,00001343,6,deterministic_positive_sample,sd300b_plain_self_00001343_06,sd300c_plain_self_00001343_06,1047.5621183460594,1177.9539965186484
plain_self,00001348,3,deterministic_positive_sample,sd300b_plain_self_00001348_03,sd300c_plain_self_00001348_03,606.690036766008,618.3484849168419
plain_self,00001348,7,low_positive_both_resolutions,sd300b_plain_self_00001348_07,sd300c_plain_self_00001348_07,16.586865026205977,23.165117663467225
plain_self,00001352,7,low_positive_both_resolutions,sd300b_plain_self_00001352_07,sd300c_plain_self_00001352_07,41.88229363871244,31.89454412241004
plain_self,00001354,10,deterministic_positive_sample,sd300b_plain_self_00001354_10,sd300c_plain_self_00001354_10,513.4224519211136,396.8379700509971
plain_self,00001355,10,self_zero_both_resolutions,sd300b_plain_self_00001355_10,sd300c_plain_self_00001355_10,0.0,0.0
plain_self,00001357,5,low_positive_both_resolutions,sd300b_plain_self_00001357_05,sd300c_plain_self_00001357_05,54.38764445112881,69.50512088332607
plain_self,00001358,5,deterministic_positive_sample,sd300b_plain_self_00001358_05,sd300c_plain_self_00001358_05,676.6407256710116,723.2745182743473
plain_self,00001361,10,deterministic_positive_sample,sd300b_plain_self_00001361_10,sd300c_plain_self_00001361_10,525.0809000719476,455.1302108051667
plain_self,00001364,9,low_positive_both_resolutions,sd300b_plain_self_00001364_09,sd300c_plain_self_00001364_09,23.165117663467225,23.165117663467225
plain_self,00001364,10,self_zero_both_resolutions,sd300b_plain_self_00001364_10,sd300c_plain_self_00001364_10,0.0,0.0
plain_self,00001374,4,self_zero_both_resolutions,sd300b_plain_self_00001374_04,sd300c_plain_self_00001374_04,0.0,0.0
plain_self,00001375,9,deterministic_positive_sample,sd300b_plain_self_00001375_09,sd300c_plain_self_00001375_09,676.6407256710116,699.9576219726795
plain_self,00001378,9,deterministic_positive_sample,sd300b_plain_self_00001378_09,sd300c_plain_self_00001378_09,513.4224519211136,513.4224519211136
plain_self,00001381,10,deterministic_positive_sample,sd300b_plain_self_00001381_10,sd300c_plain_self_00001381_10,443.4717626543328,443.4717626543328
plain_self,00001389,3,low_positive_both_resolutions,sd300b_plain_self_00001389_03,sd300c_plain_self_00001389_03,41.88229363871244,69.50512088332607
plain_self,00001389,4,low_positive_both_resolutions,sd300b_plain_self_00001389_04,sd300c_plain_self_00001389_04,31.89454412241004,140.35211109442767
plain_self,00001389,7,low_positive_both_resolutions,sd300b_plain_self_00001389_07,sd300c_plain_self_00001389_07,54.38764445112881,41.88229363871244
plain_self,00001389,9,self_zero_both_resolutions,sd300b_plain_self_00001389_09,sd300c_plain_self_00001389_09,0.0,0.0
plain_self,00001389,10,self_zero_both_resolutions,sd300b_plain_self_00001389_10,sd300c_plain_self_00001389_10,0.0,0.0
plain_self,00001392,5,low_positive_both_resolutions,sd300b_plain_self_00001392_05,sd300c_plain_self_00001392_05,54.38764445112881,41.88229363871244
plain_self,00001393,8,deterministic_positive_sample,sd300b_plain_self_00001393_08,sd300c_plain_self_00001393_08,385.1795219001631,396.8379700509971
plain_self,00001395,7,deterministic_positive_sample,sd300b_plain_self_00001395_07,sd300c_plain_self_00001395_07,303.57038520610286,280.253488904435
plain_self,00001401,5,deterministic_positive_sample,sd300b_plain_self_00001401_05,sd300c_plain_self_00001401_05,793.225207179351,1003.0772738943621
plain_self,00001407,2,deterministic_positive_sample,sd300b_plain_self_00001407_02,sd300c_plain_self_00001407_02,501.7640037702798,490.1055552576685
plain_self,00001409,2,deterministic_positive_sample,sd300b_plain_self_00001409_02,sd300c_plain_self_00001409_02,431.81331450349893,420.1548663526649
plain_self,00001415,1,deterministic_positive_sample,sd300b_plain_self_00001415_01,sd300c_plain_self_00001415_01,1177.9539965186484,964.5854682380892
plain_self,00001427,10,low_positive_both_resolutions,sd300b_plain_self_00001427_10,sd300c_plain_self_00001427_10,23.165117663467225,54.38764445112881
plain_self,00001429,5,low_positive_both_resolutions,sd300b_plain_self_00001429_05,sd300c_plain_self_00001429_05,54.38764445112881,163.6690077578728
plain_self,00001439,2,self_zero_both_resolutions,sd300b_plain_self_00001439_02,sd300c_plain_self_00001439_02,0.0,0.0
plain_self,00001439,3,low_positive_both_resolutions,sd300b_plain_self_00001439_03,sd300c_plain_self_00001439_03,69.50512088332607,69.50512088332607
plain_self,00001439,10,self_zero_both_resolutions,sd300b_plain_self_00001439_10,sd300c_plain_self_00001439_10,0.0,0.0
plain_self,00001440,5,self_zero_sd300c_only,sd300b_plain_self_00001440_05,sd300c_plain_self_00001440_05,31.89454412241004,0.0
plain_self,00001440,10,low_positive_both_resolutions,sd300b_plain_self_00001440_10,sd300c_plain_self_00001440_10,54.38764445112881,54.38764445112881
plain_self,00001445,3,deterministic_positive_sample,sd300b_plain_self_00001445_03,sd300c_plain_self_00001445_03,839.8589997826866,851.5174479335209
plain_self,00001447,2,low_positive_both_resolutions,sd300b_plain_self_00001447_02,sd300c_plain_self_00001447_02,23.165117663467225,41.88229363871244
plain_self,00001449,4,low_positive_both_resolutions,sd300b_plain_self_00001449_04,sd300c_plain_self_00001449_04,23.165117663467225,23.165117663467225
plain_self,00001449,5,low_positive_both_resolutions,sd300b_plain_self_00001449_05,sd300c_plain_self_00001449_05,23.165117663467225,23.165117663467225
plain_self,00001450,10,self_zero_both_resolutions,sd300b_plain_self_00001450_10,sd300c_plain_self_00001450_10,0.0,0.0
plain_self,00001454,9,deterministic_positive_sample,sd300b_plain_self_00001454_09,sd300c_plain_self_00001454_09,1177.9539965186484,1177.9539965186484
plain_self,00001458,10,low_positive_both_resolutions,sd300b_plain_self_00001458_10,sd300c_plain_self_00001458_10,23.165117663467225,69.50512088332607
plain_self,00001459,7,low_positive_both_resolutions,sd300b_plain_self_00001459_07,sd300c_plain_self_00001459_07,23.165117663467225,54.38764445112881
plain_self,00001462,7,low_positive_both_resolutions,sd300b_plain_self_00001462_07,sd300c_plain_self_00001462_07,31.89454412241004,41.88229363871244
plain_self,00001463,10,low_positive_both_resolutions,sd300b_plain_self_00001463_10,sd300c_plain_self_00001463_10,23.165117663467225,23.165117663467225
plain_self,00001470,5,deterministic_positive_sample,sd300b_plain_self_00001470_05,sd300c_plain_self_00001470_05,478.44710710683466,443.4717626543328
plain_self,00001471,7,deterministic_positive_sample,sd300b_plain_self_00001471_07,sd300c_plain_self_00001471_07,560.0562438008951,548.3977963736156
plain_self,00001471,10,self_zero_sd300b_only,sd300b_plain_self_00001471_10,sd300c_plain_self_00001471_10,0.0,16.586865026205977
plain_self,00001473,9,deterministic_positive_sample,sd300b_plain_self_00001473_09,sd300c_plain_self_00001473_09,979.7603775926941,1119.6617550409242
plain_self,00001483,3,low_positive_both_resolutions,sd300b_plain_self_00001483_03,sd300c_plain_self_00001483_03,31.89454412241004,31.89454412241004
plain_self,00001483,4,low_positive_both_resolutions,sd300b_plain_self_00001483_04,sd300c_plain_self_00001483_04,31.89454412241004,69.50512088332607
plain_self,00001483,9,self_zero_both_resolutions,sd300b_plain_self_00001483_09,sd300c_plain_self_00001483_09,0.0,0.0
plain_self,00001483,10,low_positive_both_resolutions,sd300b_plain_self_00001483_10,sd300c_plain_self_00001483_10,31.89454412241004,69.50512088332607
plain_self,00001487,3,deterministic_positive_sample,sd300b_plain_self_00001487_03,sd300c_plain_self_00001487_03,746.5914145760153,699.9576219726795
plain_self,00001491,3,low_positive_both_resolutions,sd300b_plain_self_00001491_03,sd300c_plain_self_00001491_03,69.50512088332607,69.50512088332607
plain_self,00001493,6,deterministic_positive_sample,sd300b_plain_self_00001493_06,sd300c_plain_self_00001493_06,1166.1001890502716,1177.9539965186484
plain_self,00001495,10,self_zero_sd300b_only,sd300b_plain_self_00001495_10,sd300c_plain_self_00001495_10,0.0,31.89454412241004
plain_self,00001496,2,low_positive_both_resolutions,sd300b_plain_self_00001496_02,sd300c_plain_self_00001496_02,31.89454412241004,54.38764445112881
plain_self,00001498,5,low_positive_both_resolutions,sd300b_plain_self_00001498_05,sd300c_plain_self_00001498_05,54.38764445112881,140.35211109442767
plain_self,00001498,10,self_zero_sd300b_only,sd300b_plain_self_00001498_10,sd300c_plain_self_00001498_10,0.0,41.88229363871244
